aqi,parameter_code,sample_duration_code,sample_duration,observation_count,observation_percent,arithmetic_mean,date_local88101,aqi88101,parameter_code88101,sample_duration_code88101,sample_duration88101,observation_count88101,observation_percent88101,arithmetic_mean88101,date_local44201,aqi44201,parameter_code44201,sample_duration_code44201,sample_duration44201,observation_count44201,observation_percent44201,arithmetic_mean44201
3.0,42101,Z,8-HR RUN AVG END HOUR,19,79.0,0.3,2013-01-01,50.0,88101,7,24 HOUR,1.0,100.0,9.0,2013-01-01,19.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.018875
3.0,42101,Z,8-HR RUN AVG END HOUR,19,79.0,0.3,2013-01-01,50.0,88101,7,24 HOUR,1.0,100.0,9.0,2013-01-01,19.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.018875
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.4,2013-01-01,54.0,88101,7,24 HOUR,1.0,100.0,10.6,2013-01-02,20.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.018333
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.4,2013-01-01,54.0,88101,7,24 HOUR,1.0,100.0,10.6,2013-01-02,20.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.018333
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.4375,2013-01-01,59.0,88101,7,24 HOUR,1.0,100.0,13.5,2013-01-03,17.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.011176
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.4375,2013-01-01,59.0,88101,7,24 HOUR,1.0,100.0,13.5,2013-01-03,17.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.011176
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.395833,2013-01-04,61.0,88101,7,24 HOUR,1.0,100.0,14.6,2013-01-04,18.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.013542
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.395833,2013-01-04,61.0,88101,7,24 HOUR,1.0,100.0,14.6,2013-01-04,18.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.013542
3.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.275,2013-01-04,63.0,88101,7,24 HOUR,1.0,100.0,15.5,2013-01-05,19.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.010588
3.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.275,2013-01-04,63.0,88101,7,24 HOUR,1.0,100.0,15.5,2013-01-05,19.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.010588
5.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.279167,2013-01-04,73.0,88101,7,24 HOUR,1.0,100.0,20.8,2013-01-06,18.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.016176
5.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.279167,2013-01-04,73.0,88101,7,24 HOUR,1.0,100.0,20.8,2013-01-06,18.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.016176
3.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.179167,2013-01-07,53.0,88101,7,24 HOUR,1.0,100.0,10.4,2013-01-07,21.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.011125
3.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.179167,2013-01-07,53.0,88101,7,24 HOUR,1.0,100.0,10.4,2013-01-07,21.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.011125
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.408333,2013-01-07,55.0,88101,7,24 HOUR,1.0,100.0,11.0,2013-01-08,6.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.002375
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.408333,2013-01-07,55.0,88101,7,24 HOUR,1.0,100.0,11.0,2013-01-08,6.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.002375
11.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.641667,2013-01-07,56.0,88101,7,24 HOUR,1.0,100.0,11.8,2013-01-09,19.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.0045
11.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.641667,2013-01-07,56.0,88101,7,24 HOUR,1.0,100.0,11.8,2013-01-09,19.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.0045
5.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.3125,2013-01-07,63.0,88101,7,24 HOUR,1.0,100.0,15.4,2013-01-10,21.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.015375
5.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.3125,2013-01-07,63.0,88101,7,24 HOUR,1.0,100.0,15.4,2013-01-10,21.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.015375
9.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.5625,2013-01-10,27.0,88101,7,24 HOUR,1.0,100.0,4.9,2013-01-11,3.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.001706
9.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.5625,2013-01-10,27.0,88101,7,24 HOUR,1.0,100.0,4.9,2013-01-11,3.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.001706
9.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.545833,2013-01-10,31.0,88101,7,24 HOUR,1.0,100.0,5.5,2013-01-11,5.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.002333
9.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.545833,2013-01-10,31.0,88101,7,24 HOUR,1.0,100.0,5.5,2013-01-11,5.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.002333
8.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.608333,2013-01-10,41.0,88101,7,24 HOUR,1.0,100.0,7.4,2013-01-12,7.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.003706
8.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.608333,2013-01-10,41.0,88101,7,24 HOUR,1.0,100.0,7.4,2013-01-12,7.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.003706
8.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.520833,2013-01-10,47.0,88101,7,24 HOUR,1.0,100.0,8.4,2013-01-13,6.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.003083
8.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.520833,2013-01-10,47.0,88101,7,24 HOUR,1.0,100.0,8.4,2013-01-13,6.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.003083
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.408333,2013-01-13,59.0,88101,7,24 HOUR,1.0,100.0,13.5,2013-01-14,14.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.013588
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.408333,2013-01-13,59.0,88101,7,24 HOUR,1.0,100.0,13.5,2013-01-14,14.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.013588
8.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.5875,2013-01-13,60.0,88101,7,24 HOUR,1.0,100.0,14.1,2013-01-15,14.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.012
8.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.5875,2013-01-13,60.0,88101,7,24 HOUR,1.0,100.0,14.1,2013-01-15,14.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.012
7.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.520833,2013-01-13,68.0,88101,7,24 HOUR,1.0,100.0,18.2,2013-01-16,2.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.001529
7.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.520833,2013-01-13,68.0,88101,7,24 HOUR,1.0,100.0,18.2,2013-01-16,2.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.001529
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.470833,2013-01-13,71.0,88101,7,24 HOUR,1.0,100.0,19.6,2013-01-16,6.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.002292
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.470833,2013-01-13,71.0,88101,7,24 HOUR,1.0,100.0,19.6,2013-01-16,6.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.002292
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.470833,2013-01-16,57.0,88101,7,24 HOUR,1.0,100.0,12.5,2013-01-17,19.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.014412
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.470833,2013-01-16,57.0,88101,7,24 HOUR,1.0,100.0,12.5,2013-01-17,19.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.014412
5.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.295833,2013-01-16,60.0,88101,7,24 HOUR,1.0,100.0,14.0,2013-01-18,25.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.019583
5.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.295833,2013-01-16,60.0,88101,7,24 HOUR,1.0,100.0,14.0,2013-01-18,25.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.019583
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.4375,2013-01-16,72.0,88101,7,24 HOUR,1.0,100.0,20.2,2013-01-19,17.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.015333
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.4375,2013-01-16,72.0,88101,7,24 HOUR,1.0,100.0,20.2,2013-01-19,17.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.015333
8.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.5875,2013-01-19,37.0,88101,7,24 HOUR,1.0,100.0,6.7,2013-01-20,31.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.0235
8.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.5875,2013-01-19,37.0,88101,7,24 HOUR,1.0,100.0,6.7,2013-01-20,31.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.0235
10.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.791667,2013-01-19,42.0,88101,7,24 HOUR,1.0,100.0,7.5,2013-01-21,19.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.012824
10.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.791667,2013-01-19,42.0,88101,7,24 HOUR,1.0,100.0,7.5,2013-01-21,19.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.012824
10.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.858333,2013-01-19,43.0,88101,7,24 HOUR,1.0,100.0,7.7,2013-01-22,24.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.023708
10.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.858333,2013-01-19,43.0,88101,7,24 HOUR,1.0,100.0,7.7,2013-01-22,24.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.023708
11.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.733333,2013-01-19,52.0,88101,7,24 HOUR,1.0,100.0,9.5,2013-01-23,21.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.016059
11.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.733333,2013-01-19,52.0,88101,7,24 HOUR,1.0,100.0,9.5,2013-01-23,21.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.016059
3.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.233333,2013-01-22,36.0,88101,7,24 HOUR,1.0,100.0,6.5,2013-01-24,21.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.018417
3.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.233333,2013-01-22,36.0,88101,7,24 HOUR,1.0,100.0,6.5,2013-01-24,21.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.018417
3.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.191667,2013-01-22,37.0,88101,7,24 HOUR,1.0,100.0,6.7,2013-01-25,12.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.005235
3.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.191667,2013-01-22,37.0,88101,7,24 HOUR,1.0,100.0,6.7,2013-01-25,12.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.005235
3.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.225,2013-01-22,46.0,88101,7,24 HOUR,1.0,100.0,8.2,2013-01-25,16.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.008083
3.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.225,2013-01-22,46.0,88101,7,24 HOUR,1.0,100.0,8.2,2013-01-25,16.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.008083
5.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.254167,2013-01-22,54.0,88101,7,24 HOUR,1.0,100.0,10.9,2013-01-26,22.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.017542
5.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.254167,2013-01-22,54.0,88101,7,24 HOUR,1.0,100.0,10.9,2013-01-26,22.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.017542
3.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.204167,2013-01-25,54.0,88101,7,24 HOUR,1.0,100.0,10.5,2013-01-27,23.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.016
3.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.204167,2013-01-25,54.0,88101,7,24 HOUR,1.0,100.0,10.5,2013-01-27,23.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.016
0.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,-0.3,2013-01-25,55.0,88101,7,24 HOUR,1.0,100.0,11.5,2013-01-28,3.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.001765
0.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,-0.3,2013-01-25,55.0,88101,7,24 HOUR,1.0,100.0,11.5,2013-01-28,3.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.001765
1.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.025,2013-01-25,69.0,88101,7,24 HOUR,1.0,100.0,18.5,2013-01-28,5.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.002208
1.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.025,2013-01-25,69.0,88101,7,24 HOUR,1.0,100.0,18.5,2013-01-28,5.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.002208
3.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.166667,2013-01-28,80.0,88101,7,24 HOUR,1.0,100.0,24.7,2013-01-29,4.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.001792
3.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.166667,2013-01-28,80.0,88101,7,24 HOUR,1.0,100.0,24.7,2013-01-29,4.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.001792
2.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.179167,2013-01-28,81.0,88101,7,24 HOUR,1.0,100.0,25.1,2013-01-30,24.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.007708
2.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.179167,2013-01-28,81.0,88101,7,24 HOUR,1.0,100.0,25.1,2013-01-30,24.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.007708
5.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.216667,2013-01-28,87.0,88101,7,24 HOUR,1.0,100.0,28.4,2013-01-31,25.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.025765
5.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.216667,2013-01-28,87.0,88101,7,24 HOUR,1.0,100.0,28.4,2013-01-31,25.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.025765
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.433333,2013-01-31,23.0,88101,7,24 HOUR,1.0,100.0,4.1,2013-02-01,23.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.019958
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.433333,2013-01-31,23.0,88101,7,24 HOUR,1.0,100.0,4.1,2013-02-01,23.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.019958
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.358333,2013-01-31,37.0,88101,7,24 HOUR,1.0,100.0,6.6,2013-02-02,16.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.012588
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.358333,2013-01-31,37.0,88101,7,24 HOUR,1.0,100.0,6.6,2013-02-02,16.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.012588
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.3625,2013-02-03,70.0,88101,7,24 HOUR,1.0,100.0,19.3,2013-02-03,15.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.012529
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.3625,2013-02-03,70.0,88101,7,24 HOUR,1.0,100.0,19.3,2013-02-03,15.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.012529
5.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.370833,2013-02-03,71.0,88101,7,24 HOUR,1.0,100.0,19.7,2013-02-04,22.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.016667
5.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.370833,2013-02-03,71.0,88101,7,24 HOUR,1.0,100.0,19.7,2013-02-04,22.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.016667
5.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.341667,2013-02-03,77.0,88101,7,24 HOUR,1.0,100.0,23.1,2013-02-05,6.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.004706
5.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.341667,2013-02-03,77.0,88101,7,24 HOUR,1.0,100.0,23.1,2013-02-05,6.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.004706
8.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.5,2013-02-06,69.0,88101,7,24 HOUR,1.0,100.0,18.9,2013-02-06,22.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.022
8.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.5,2013-02-06,69.0,88101,7,24 HOUR,1.0,100.0,18.9,2013-02-06,22.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.022
11.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.779167,2013-02-06,71.0,88101,7,24 HOUR,1.0,100.0,19.8,2013-02-07,18.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.014176
11.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.779167,2013-02-06,71.0,88101,7,24 HOUR,1.0,100.0,19.8,2013-02-07,18.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.014176
7.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.25,2013-02-06,74.0,88101,7,24 HOUR,1.0,100.0,21.7,2013-02-08,19.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.018958
7.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.25,2013-02-06,74.0,88101,7,24 HOUR,1.0,100.0,21.7,2013-02-08,19.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.018958
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.35,2013-02-09,23.0,88101,7,24 HOUR,1.0,100.0,4.2,2013-02-09,26.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.024353
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.35,2013-02-09,23.0,88101,7,24 HOUR,1.0,100.0,4.2,2013-02-09,26.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.024353
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.3875,2013-02-09,27.0,88101,7,24 HOUR,1.0,100.0,4.9,2013-02-10,19.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.010333
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.3875,2013-02-09,27.0,88101,7,24 HOUR,1.0,100.0,4.9,2013-02-10,19.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.010333
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.429167,2013-02-09,30.0,88101,7,24 HOUR,1.0,100.0,5.4,2013-02-11,13.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.003941
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.429167,2013-02-09,30.0,88101,7,24 HOUR,1.0,100.0,5.4,2013-02-11,13.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.003941
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.304167,2013-02-09,40.0,88101,7,24 HOUR,1.0,100.0,7.2,2013-02-12,21.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.015417
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.304167,2013-02-09,40.0,88101,7,24 HOUR,1.0,100.0,7.2,2013-02-12,21.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.015417
7.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.470833,2013-02-12,52.0,88101,7,24 HOUR,1.0,100.0,9.5,2013-02-13,19.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.011542
7.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.470833,2013-02-12,52.0,88101,7,24 HOUR,1.0,100.0,9.5,2013-02-13,19.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.011542
8.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.629167,2013-02-12,59.0,88101,7,24 HOUR,1.0,100.0,13.2,2013-02-14,20.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.010375
8.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.629167,2013-02-12,59.0,88101,7,24 HOUR,1.0,100.0,13.2,2013-02-14,20.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.010375
9.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.641667,2013-02-15,81.0,88101,7,24 HOUR,1.0,100.0,25.0,2013-02-15,19.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.011294
9.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.641667,2013-02-15,81.0,88101,7,24 HOUR,1.0,100.0,25.0,2013-02-15,19.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.011294
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.3875,2013-02-15,83.0,88101,7,24 HOUR,1.0,100.0,26.3,2013-02-16,25.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.023625
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.3875,2013-02-15,83.0,88101,7,24 HOUR,1.0,100.0,26.3,2013-02-16,25.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.023625
7.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.566667,2013-02-18,37.0,88101,7,24 HOUR,1.0,100.0,6.7,2013-02-17,29.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.029
7.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.566667,2013-02-18,37.0,88101,7,24 HOUR,1.0,100.0,6.7,2013-02-17,29.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.029
8.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.65,2013-02-18,47.0,88101,7,24 HOUR,1.0,100.0,8.5,2013-02-18,27.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.015529
8.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.65,2013-02-18,47.0,88101,7,24 HOUR,1.0,100.0,8.5,2013-02-18,27.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.015529
8.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.604167,2013-02-21,31.0,88101,7,24 HOUR,1.0,100.0,5.5,2013-02-19,22.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.013042
8.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.604167,2013-02-21,31.0,88101,7,24 HOUR,1.0,100.0,5.5,2013-02-19,22.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.013042
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.458333,2013-02-21,46.0,88101,7,24 HOUR,1.0,100.0,8.3,2013-02-20,22.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.022083
6.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.458333,2013-02-21,46.0,88101,7,24 HOUR,1.0,100.0,8.3,2013-02-20,22.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.022083
7.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.470833,2013-02-24,38.0,88101,7,24 HOUR,1.0,100.0,6.8,2013-02-21,23.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.020647
7.0,42101,Z,8-HR RUN AVG END HOUR,24,100.0,0.470833,2013-02-24,38.0,88101,7,24 HOUR,1.0,100.0,6.8,2013-02-21,23.0,44201,W,8-HR RUN AVG BEGIN HOUR,17.0,100.0,0.020647
9.0,42101,Z,8-HR RUN AVG END HOUR,18,75.0,0.605556,2013-02-24,52.0,88101,7,24 HOUR,1.0,100.0,9.5,2013-02-22,15.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.012333
9.0,42101,Z,8-HR RUN AVG END HOUR,18,75.0,0.605556,2013-02-24,52.0,88101,7,24 HOUR,1.0,100.0,9.5,2013-02-22,15.0,44201,W,8-HR RUN AVG BEGIN HOUR,24.0,100.0,0.012333
