date_local,parameter_code,sample_duration_code,sample_duration,observation_count,observation_percent,arithmetic_mean,aqi,parameter_code44201,sample_duration_code44201,sample_duration44201,observation_count44201,observation_percent44201,arithmetic_mean44201,aqi44201,parameter_code88101,sample_duration_code88101,sample_duration88101,observation_count88101,observation_percent88101,arithmetic_mean88101,aqi88101,aqi_max,latitude,longitude,validity_indicator,pollutant_standard,units_of_measure,city,latitude44201,longitude44201,validity_indicator44201,pollutant_standard44201,units_of_measure44201,city44201,latitude88101,longitude88101,validity_indicator88101,pollutant_standard88101,units_of_measure88101,city88101
,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.283333,5.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.018496666666666665,25.0,,,,,,,,25.0,,,,,,,,,,,,,,,,,,
,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.370833,6.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.006180000000000001,9.333333333333334,,,,,,,,9.333333333333334,,,,,,,,,,,,,,,,,,
,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.245833,5.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.020792666666666668,22.0,88101,7,24 HOUR,24.0,100.0,3.1666666666666665,17.666666666666668,22.0,,,,,,,,,,,,,,,,,,
,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.233333,3.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.027677999999999998,30.0,,,,,,,,30.0,,,,,,,,,,,,,,,,,,
,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.258333,3.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.029981666666666667,29.666666666666668,,,,,,,,29.666666666666668,,,,,,,,,,,,,,,,,,
,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.216667,3.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.029836666666666668,30.0,88101,7,24 HOUR,16.0,100.0,2.15,12.0,30.0,,,,,,,,,,,,,,,,,,
,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.2,2.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.03830033333333333,40.0,,,,,,,,40.0,,,,,,,,,,,,,,,,,,
,42101,Z,8-HR RUN AVG END HOUR,18.0,75.0,0.216667,3.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.030522999999999998,43.0,,,,,,,,43.0,,,,,,,,,,,,,,,,,,
,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.504167,10.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.019072,39.0,88101,7,24 HOUR,24.0,100.0,10.233333333333334,53.0,53.0,,,,,,,,,,,,,,,,,,
,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.558333,9.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.02508,38.0,,,,,,,,38.0,,,,,,,,,,,,,,,,,,
,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.295833,5.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.032454333333333335,40.0,,,,,,,,40.0,,,,,,,,,,,,,,,,,,
,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.2125,3.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.03443266666666667,37.0,88101,7,24 HOUR,16.0,100.0,5.6,31.0,37.0,,,,,,,,,,,,,,,,,,
,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.2,3.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.03416666666666667,37.0,,,,,,,,37.0,,,,,,,,,,,,,,,,,,
,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.2,2.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.03208966666666666,33.0,,,,,,,,33.0,,,,,,,,,,,,,,,,,,
,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.2,2.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.030910333333333335,35.0,88101,7,24 HOUR,24.0,100.0,3.733333333333333,20.333333333333332,35.0,,,,,,,,,,,,,,,,,,
,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.245833,3.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.026297666666666667,31.0,,,,,,,,31.0,,,,,,,,,,,,,,,,,,
,42101,Z,8-HR RUN AVG END HOUR,20.0,83.0,0.2,2.0,44201,W,8-HR RUN AVG BEGIN HOUR,44.0,67.0,0.033668666666666666,35.0,,,,,,,,35.0,,,,,,,,,,,,,,,,,,
,42101,Z,8-HR RUN AVG END HOUR,21.0,88.0,0.242857,3.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.02479566666666667,27.0,88101,7,24 HOUR,16.0,100.0,5.2,29.0,29.0,,,,,,,,,,,,,,,,,,
,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.329167,6.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.024358,31.0,,,,,,,,31.0,,,,,,,,,,,,,,,,,,
,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.2,2.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.032932666666666666,36.0,,,,,,,,36.0,,,,,,,,,,,,,,,,,,
,42101,Z,8-HR RUN AVG END HOUR,22.0,92.0,0.272727,3.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.03068766666666667,33.0,88101,7,24 HOUR,24.0,100.0,4.833333333333333,26.666666666666668,33.0,,,,,,,,,,,,,,,,,,
,42101,Z,8-HR RUN AVG END HOUR,20.0,83.0,0.28,3.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.025867666666666667,29.0,,,,,,,,29.0,,,,,,,,,,,,,,,,,,
,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.383333,7.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.004673,15.666666666666666,,,,,,,,15.666666666666666,,,,,,,,,,,,,,,,,,
,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.454167,7.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.016935000000000002,35.0,88101,7,24 HOUR,16.0,100.0,6.9,38.5,38.5,,,,,,,,,,,,,,,,,,
,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.204167,3.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.041638666666666664,43.0,,,,,,,,43.0,,,,,,,,,,,,,,,,,,
,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.2,2.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.039094666666666666,42.0,,,,,,,,42.0,,,,,,,,,,,,,,,,,,
,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.2,2.0,44201,W,8-HR RUN AVG BEGIN HOUR,50.0,76.33333333333333,0.03930266666666667,42.0,88101,7,24 HOUR,24.0,100.0,4.633333333333333,26.0,42.0,,,,,,,,,,,,,,,,,,
,42101,Z,8-HR RUN AVG END HOUR,2.0,8.0,0.25,3.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
2024-01-01,42101,Z,,19.0,,0.2,2.0,44201,W,,118.0,,0.014768666666666666,18.0,88101,7,,32.0,,8.375,46.5,46.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 1997,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 2006,Micrograms/cubic meter (LC),New York
2024-01-02,42101,Z,,17.0,,0.217647,3.0,44201,W,,126.0,,0.013793833333333333,19.5,88101,X,,16.0,,5.1,28.5,28.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 1997,Micrograms/cubic meter (LC),New York
2024-01-03,42101,Z,,24.0,,0.258333,3.0,44201,W,,130.0,,0.015142833333333333,18.5,88101,X,,16.0,,6.75,37.5,37.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 1997,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 2024,Micrograms/cubic meter (LC),New York
2024-01-04,42101,Z,,24.0,,0.1875,3.0,44201,W,,130.0,,0.021203333333333334,28.0,88101,X,,24.0,,6.6000000000000005,36.666666666666664,36.666666666666664,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 24-hour 2012,Micrograms/cubic meter (LC),New York
2024-01-05,42101,Z,,24.0,,0.183333,3.0,44201,W,,130.0,,0.018147833333333332,27.0,88101,X,,16.0,,5.15,28.5,28.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-hour 2015,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 2024,Micrograms/cubic meter (LC),New York
2024-01-06,42101,Z,,24.0,,0.279167,5.0,44201,W,,130.0,,0.020238500000000003,25.5,88101,X,,16.0,,10.05,53.0,53.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-hour 2015,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 1997,Micrograms/cubic meter (LC),New York
2024-01-07,42101,Z,,24.0,,0.1875,2.0,44201,W,,130.0,,0.021649500000000002,24.333333333333332,88101,X,,32.0,,3.0,16.5,24.333333333333332,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 1997,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 1997,Micrograms/cubic meter (LC),New York
2024-01-08,42101,Z,,24.0,,0.1875,5.0,44201,W,,130.0,,0.014464666666666667,23.0,88101,X,,16.0,,5.1,28.0,28.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 Annual 2024,Micrograms/cubic meter (LC),New York
2024-01-09,42101,Z,,24.0,,0.529167,13.0,44201,W,,130.0,,0.022292999999999997,32.5,88101,X,,16.0,,8.0,44.5,44.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 24-hour 2006,Micrograms/cubic meter (LC),New York
2024-01-10,42101,Z,,24.0,,0.170833,2.0,44201,W,,130.0,,0.0201775,25.166666666666668,88101,X,,24.0,,2.8000000000000003,15.333333333333334,25.166666666666668,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 Annual 1997,Micrograms/cubic meter (LC),New York
2024-01-11,42101,Z,,24.0,,0.216667,3.0,44201,W,,130.0,,0.015748333333333333,21.0,88101,X,,16.0,,5.0,28.0,28.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 2024,Micrograms/cubic meter (LC),New York
2024-01-12,42101,Z,,24.0,,0.258333,3.0,44201,W,,130.0,,0.019571,30.5,88101,X,,16.0,,6.05,33.5,33.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 1997,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 2006,Micrograms/cubic meter (LC),New York
2024-01-13,42101,Z,,24.0,,0.175,2.0,44201,W,,130.0,,0.025455166666666668,28.666666666666668,88101,7,,24.0,,3.5666666666666664,20.0,28.666666666666668,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 2008,Parts per million,New York,40.8679,-73.87809,Y,PM25 24-hour 2006,Micrograms/cubic meter (LC),New York
2024-01-14,42101,Z,,24.0,,0.2,2.0,44201,W,,130.0,,0.025082666666666666,27.0,88101,X,,8.0,,3.8,21.0,27.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 Annual 2024,Micrograms/cubic meter (LC),New York
2024-01-15,42101,Z,,24.0,,0.220833,3.0,44201,W,,130.0,,0.01393,20.166666666666668,88101,X,,8.0,,5.2,29.0,29.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 2008,Parts per million,New York,40.81551,-73.88553,Y,PM25 24-hour 2006,Micrograms/cubic meter (LC),New York
2024-01-16,42101,Z,,24.0,,0.245833,3.0,44201,W,,130.0,,0.0163775,24.0,88101,X,,24.0,,8.766666666666667,48.666666666666664,48.666666666666664,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 24-hour 2006,Micrograms/cubic meter (LC),New York
2024-01-17,42101,Z,,24.0,,0.216667,3.0,44201,W,,130.0,,0.02404416666666667,28.0,88101,X,,16.0,,6.05,33.5,33.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 2024,Micrograms/cubic meter (LC),New York
2024-01-18,42101,Z,,24.0,,0.3,5.0,44201,W,,130.0,,0.008201,14.5,88101,X,,16.0,,8.5,47.5,47.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 Annual 2006,Micrograms/cubic meter (LC),New York
2024-01-19,42101,Z,,24.0,,0.270833,5.0,44201,W,,130.0,,0.018699999999999998,24.5,88101,7,,32.0,,10.649999999999999,54.0,54.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.8679,-73.87809,Y,PM25 Annual 2012,Micrograms/cubic meter (LC),New York
2024-01-20,42101,Z,,24.0,,0.2,2.0,44201,W,,130.0,,0.027355333333333332,28.0,88101,X,,16.0,,3.8,21.5,28.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 2008,Parts per million,New York,40.81551,-73.88553,Y,PM25 Annual 2006,Micrograms/cubic meter (LC),New York
2024-01-21,42101,Z,,24.0,,0.170833,2.0,44201,W,,121.0,,0.029055666666666664,30.5,88101,X,,16.0,,3.2,18.0,30.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 24-hour 2012,Micrograms/cubic meter (LC),New York
2024-01-22,42101,Z,,24.0,,0.2625,3.0,44201,W,,124.0,,0.012733166666666665,16.5,88101,X,,24.0,,7.833333333333333,43.666666666666664,43.666666666666664,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 24-hour 2006,Micrograms/cubic meter (LC),New York
2024-01-23,42101,Z,,24.0,,0.391667,6.0,44201,W,,130.0,,0.005341333333333333,9.0,88101,X,,16.0,,13.8,59.5,59.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 Annual 2024,Micrograms/cubic meter (LC),New York
2024-01-24,42101,Z,,18.0,,0.4,7.0,44201,W,,121.0,,0.0023625,4.5,88101,X,,16.0,,17.7,67.5,67.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 2008,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 1997,Micrograms/cubic meter (LC),New York
2024-01-25,42101,Z,,24.0,,0.591667,8.0,44201,W,,113.0,,0.0038499999999999997,12.0,88101,X,,32.0,,12.8,57.75,57.75,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,N,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 Annual 1997,Micrograms/cubic meter (LC),New York
2024-01-26,42101,Z,,24.0,,0.241667,5.0,44201,W,,122.0,,0.010055833333333333,19.0,88101,X,,16.0,,6.550000000000001,36.0,36.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-hour 2015,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 2012,Micrograms/cubic meter (LC),New York
2024-01-27,42101,Z,,24.0,,0.295833,5.0,44201,W,,130.0,,0.0101175,15.5,88101,X,,16.0,,7.3,41.0,41.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-hour 2015,Parts per million,New York,40.81551,-73.88553,Y,PM25 Annual 1997,Micrograms/cubic meter (LC),New York
2024-01-28,42101,Z,,24.0,,0.225,3.0,44201,W,,130.0,,0.016577833333333333,21.5,88101,X,,24.0,,3.1,17.333333333333332,21.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 1997,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 2006,Micrograms/cubic meter (LC),New York
2024-01-29,42101,Z,,24.0,,0.2,2.0,44201,W,,130.0,,0.016889,19.0,88101,X,,16.0,,3.6500000000000004,20.5,20.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 2008,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 2012,Micrograms/cubic meter (LC),New York
2024-01-30,42101,Z,,24.0,,0.2,2.0,44201,W,,130.0,,0.019895333333333334,24.5,88101,X,,16.0,,4.05,22.5,24.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 2008,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 1997,Micrograms/cubic meter (LC),New York
2024-01-31,42101,Z,,24.0,,0.204167,3.0,44201,W,,130.0,,0.012769500000000001,21.833333333333332,88101,7,,32.0,,5.025,27.75,27.75,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 1997,Parts per million,New York,40.8679,-73.87809,Y,PM25 Annual 2006,Micrograms/cubic meter (LC),New York
2024-02-01,42101,Z,,24.0,,0.35,6.0,44201,W,,130.0,,0.004518166666666667,6.5,88101,X,,16.0,,14.899999999999999,61.5,61.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 2008,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 1997,Micrograms/cubic meter (LC),New York
2024-02-02,42101,Z,,24.0,,0.35,6.0,44201,W,,130.0,,0.007577833333333333,13.0,88101,X,,16.0,,10.7,54.0,54.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-hour 2015,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 2024,Micrograms/cubic meter (LC),New York
2024-02-03,42101,Z,,24.0,,0.2,2.0,44201,W,,130.0,,0.02086033333333333,23.5,88101,7,,24.0,,4.033333333333334,22.0,23.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-hour 2015,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 2006,Micrograms/cubic meter (LC),New York
2024-02-04,42101,Z,,24.0,,0.191667,2.0,44201,W,,118.0,,0.025510333333333333,31.0,88101,X,,16.0,,4.1,22.5,31.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-hour 2015,Parts per million,New York,40.81551,-73.88553,Y,PM25 Annual 2006,Micrograms/cubic meter (LC),New York
2024-02-05,42101,Z,,24.0,,0.2,2.0,44201,W,,124.0,,0.031649166666666666,32.5,88101,X,,16.0,,3.5,19.0,32.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 2008,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 1997,Micrograms/cubic meter (LC),New York
2024-02-06,42101,Z,,18.0,,0.2,2.0,44201,W,,130.0,,0.022991,29.5,88101,7,,32.0,,3.7,20.75,29.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-hour 2015,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 2006,Micrograms/cubic meter (LC),New York
2024-02-07,42101,Z,,24.0,,0.233333,6.0,44201,W,,130.0,,0.014085833333333332,27.0,88101,X,,16.0,,5.2,29.0,29.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-hour 2015,Parts per million,New York,40.81551,-73.88553,Y,PM25 24-hour 1997,Micrograms/cubic meter (LC),New York
2024-02-08,42101,Z,,24.0,,0.5,7.0,44201,W,,130.0,,0.010498166666666668,14.0,88101,X,,16.0,,12.0,56.5,56.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-hour 2015,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 2024,Micrograms/cubic meter (LC),New York
2024-02-09,42101,Z,,24.0,,0.279167,5.0,44201,W,,130.0,,0.015736,30.0,88101,X,,24.0,,9.133333333333333,49.666666666666664,49.666666666666664,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 Annual 2012,Micrograms/cubic meter (LC),New York
2024-02-10,42101,Z,,24.0,,0.779167,14.0,44201,W,,130.0,,0.008147,13.5,88101,X,,16.0,,21.65,74.5,74.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 2006,Micrograms/cubic meter (LC),New York
2024-02-11,42101,Z,,24.0,,0.308333,7.0,44201,W,,118.0,,0.019568333333333333,21.5,88101,X,,16.0,,7.35,41.0,41.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 2008,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 2006,Micrograms/cubic meter (LC),New York
2024-02-12,42101,Z,,24.0,,0.2,2.0,44201,W,,126.0,,0.013888,17.5,88101,7,,32.0,,5.875,32.5,32.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 2008,Parts per million,New York,40.8679,-73.87809,Y,PM25 24-hour 1997,Micrograms/cubic meter (LC),New York
2024-02-13,42101,Z,,18.0,,0.216667,3.0,44201,W,,130.0,,0.019224833333333333,24.5,88101,X,,16.0,,5.2,29.0,29.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 1997,Micrograms/cubic meter (LC),New York
2024-02-14,42101,Z,,24.0,,0.175,3.0,44201,W,,130.0,,0.033133333333333334,33.0,88101,X,,16.0,,3.0,16.5,33.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 24-hour 2024,Micrograms/cubic meter (LC),New York
2024-02-15,42101,Z,,24.0,,0.1875,3.0,44201,W,,130.0,,0.022380999999999998,23.333333333333332,88101,X,,24.0,,5.166666666666667,28.333333333333332,28.333333333333332,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-hour 2015,Parts per million,New York,40.81551,-73.88553,Y,PM25 Annual 2012,Micrograms/cubic meter (LC),New York
2024-02-16,42101,Z,,24.0,,0.2,2.0,44201,W,,130.0,,0.025572833333333333,29.5,88101,X,,16.0,,3.7,21.0,29.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 Annual 2024,Micrograms/cubic meter (LC),New York
2024-02-17,42101,Z,,24.0,,0.2,2.0,44201,W,,130.0,,0.023187,26.5,88101,X,,16.0,,4.25,23.5,26.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 Annual 2006,Micrograms/cubic meter (LC),New York
2024-02-18,42101,Z,,24.0,,0.2125,3.0,44201,W,,130.0,,0.02854166666666667,34.0,88101,X,,32.0,,5.525,30.5,34.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 2024,Micrograms/cubic meter (LC),New York
2024-02-19,42101,Z,,24.0,,0.216667,3.0,44201,W,,118.0,,0.029875,34.5,88101,X,,16.0,,3.95,22.0,34.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 24-hour 2012,Micrograms/cubic meter (LC),New York
2024-02-20,42101,Z,,24.0,,0.191667,3.0,44201,W,,124.0,,0.021100833333333333,31.5,88101,X,,16.0,,3.3,18.5,31.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 24-hour 2006,Micrograms/cubic meter (LC),New York
2024-02-21,42101,Z,,24.0,,0.308333,6.0,44201,W,,130.0,,0.0245025,31.0,88101,7,,24.0,,4.866666666666666,27.333333333333332,31.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 2008,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 2006,Micrograms/cubic meter (LC),New York
2024-02-22,42101,Z,,24.0,,0.225,3.0,44201,W,,130.0,,0.025379333333333334,29.0,88101,X,,16.0,,5.95,33.0,33.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-hour 2015,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 2006,Micrograms/cubic meter (LC),New York
2024-02-23,42101,Z,,24.0,,0.258333,3.0,44201,W,,130.0,,0.013638666666666667,17.0,88101,X,,16.0,,10.35,53.5,53.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 2006,Micrograms/cubic meter (LC),New York
