date_local,parameter_code,sample_duration_code,sample_duration,observation_count,observation_percent,arithmetic_mean,aqi,parameter_code44201,sample_duration_code44201,sample_duration44201,observation_count44201,observation_percent44201,arithmetic_mean44201,aqi44201,parameter_code88101,sample_duration_code88101,sample_duration88101,observation_count88101,observation_percent88101,arithmetic_mean88101,aqi88101,aqi_max
2013-04-01,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.233333,3.0,44201,W,8-HR RUN AVG BEGIN HOUR,47.0,72.66666666666667,0.033515666666666666,36.0,88101,7,24 HOUR,8.0,100.0,9.2,51.0,51.0
2013-04-02,42101,Z,8-HR RUN AVG END HOUR,16.0,67.0,0.1875,2.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.03980266666666667,41.0,88101,7,24 HOUR,8.0,100.0,4.0,22.0,41.0
2013-04-03,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.183333,2.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.040495,44.0,88101,7,24 HOUR,8.0,100.0,4.9,27.0,44.0
2013-04-04,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.225,3.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.03268,35.0,88101,7,24 HOUR,8.0,100.0,7.3,41.0,41.0
2013-04-05,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.233333,3.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.03933833333333333,44.0,88101,7,24 HOUR,8.0,100.0,7.6,42.0,44.0
2013-04-06,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.179167,2.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.03777466666666667,41.0,88101,7,24 HOUR,8.0,100.0,3.9,22.0,41.0
2013-04-07,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.166667,2.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.032280666666666666,41.0,88101,7,24 HOUR,8.0,100.0,4.6,26.0,41.0
2013-04-08,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.391667,7.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.026426333333333333,33.0,88101,7,24 HOUR,8.0,100.0,12.3,57.0,57.0
2013-04-09,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.291667,5.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.026827,44.0,88101,7,24 HOUR,8.0,100.0,9.1,51.0,51.0
2013-04-10,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.2875,5.0,44201,W,8-HR RUN AVG BEGIN HOUR,20.0,29.333333333333332,0.030296,32.0,88101,7,24 HOUR,8.0,100.0,11.7,56.0,56.0
2013-04-11,42101,Z,8-HR RUN AVG END HOUR,18.0,75.0,0.3,5.0,,,,,,,,88101,7,24 HOUR,8.0,100.0,6.7,37.0,37.0
2013-04-12,42101,Z,8-HR RUN AVG END HOUR,23.0,96.0,0.2,2.0,,,,,,,,88101,7,24 HOUR,8.0,100.0,2.5,14.0,14.0
2013-04-13,,,,,,,,,,,,,,,88101,7,24 HOUR,8.0,100.0,4.3,24.0,24.0
2013-04-14,,,,,,,,,,,,,,,88101,7,24 HOUR,8.0,100.0,5.9,33.0,33.0
2013-04-15,,,,,,,,,,,,,,,88101,7,24 HOUR,8.0,100.0,3.0,17.0,17.0
2013-04-16,42101,Z,8-HR RUN AVG END HOUR,1.0,4.0,0.2,2.0,44201,W,8-HR RUN AVG BEGIN HOUR,36.0,57.0,0.010833,20.0,88101,7,24 HOUR,8.0,100.0,4.3,24.0,24.0
2013-04-17,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.2125,3.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.013521,28.0,88101,7,24 HOUR,8.0,100.0,5.9,33.0,33.0
2013-04-18,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.225,3.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.018415333333333336,23.0,88101,7,24 HOUR,8.0,100.0,4.2,23.0,23.0
2013-04-19,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.158333,2.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.020916666666666667,27.0,,,,,,,,27.0
2013-04-20,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.170833,2.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.03641333333333333,37.0,88101,7,24 HOUR,8.0,100.0,3.1,17.0,37.0
2013-04-21,42101,Z,8-HR RUN AVG END HOUR,24.0,100.0,0.1625,2.0,44201,W,8-HR RUN AVG BEGIN HOUR,65.0,100.0,0.034057333333333335,39.0,88101,7,24 HOUR,8.0,100.0,3.7,21.0,39.0
