date_local,latitude,longitude,county,aqi_42101,aqi_42401,aqi_44201,aqi_42602,aqi_88502,aqi_max
2016-06-05,40.83606,-73.92009,Bronx,4.0,0.7,37.375,19.5,27.0,37.375
2016-06-06,40.83606,-73.92009,Bronx,4.0,0.3,46.375,18.0,14.0,46.375
2016-06-07,40.83606,-73.92009,Bronx,5.5,0.3,57.625,20.0,29.5,57.625
2016-06-08,40.83606,-73.92009,Bronx,4.0,0.3,31.75,11.0,27.25,31.75
2016-06-09,40.83606,-73.92009,Bronx,2.0,0.3,34.5,9.0,10.75,34.5
2016-06-10,40.83606,-73.92009,Bronx,2.0,0.3,36.25,17.5,8.5,36.25
2016-06-11,40.83606,-73.92009,Bronx,4.0,0.7,69.25,42.5,33.0,69.25
2016-06-12,40.83606,-73.92009,Bronx,7.0,1.9,52.125,32.5,41.0,52.125
2016-06-13,40.83606,-73.92009,Bronx,5.0,0.3,28.25,7.0,13.25,28.25
2016-06-14,40.83606,-73.92009,Bronx,2.0,0.3,33.0,16.0,2.0,33.0
2016-06-15,40.83606,-73.92009,Bronx,2.5,0.7,46.875,29.0,13.0,46.875
2016-06-16,40.83606,-73.92009,Bronx,5.5,0.7,31.75,54.0,37.0,54.0
2016-06-17,40.83606,-73.92009,Bronx,8.0,1.1,37.5,47.5,44.25,47.5
2016-06-18,40.83606,-73.92009,Bronx,5.5,0.7,71.875,32.0,29.5,71.875
2016-06-19,40.83606,-73.92009,Bronx,4.5,1.1,78.25,27.0,32.0,78.25
2016-06-20,40.83606,-73.92009,Bronx,5.5,1.9,53.0,38.0,37.5,53.0
2016-06-21,40.83606,-73.92009,Bronx,5.0,0.7,54.375,20.0,31.5,54.375
2016-06-22,40.83606,-73.92009,Bronx,5.0,1.9,48.125,32.5,23.0,48.125
2016-06-23,40.83606,-73.92009,Bronx,5.5,1.9,41.25,41.5,37.75,54.76
2016-06-24,40.83606,-73.92009,Bronx,6.0,0.3,55.75,25.5,45.5,55.75
2016-06-25,40.83606,-73.92009,Bronx,4.5,0.7,60.625,21.0,30.5,60.625
2016-06-26,40.83606,-73.92009,Bronx,4.0,0.7,64.625,30.0,26.25,64.625
2016-06-27,40.83606,-73.92009,Bronx,5.0,0.3333333333333333,48.0,31.5,32.25,48.0
2016-06-28,40.83606,-73.92009,Bronx,4.0,0.3,35.25,19.0,27.0,35.25
2016-06-29,40.83606,-73.92009,Bronx,3.0,0.3,43.5,23.0,16.5,43.5
2016-06-30,40.83606,-73.92009,Bronx,3.0,0.3,48.5,24.0,18.5,48.5
2016-07-01,40.83606,-73.92009,Bronx,4.0,0.3,40.0,33.5,26.25,40.0
2016-07-02,40.83606,-73.92009,Bronx,5.0,0.3,32.25,28.0,19.0,33.04
2016-07-03,40.83606,-73.92009,Bronx,4.0,1.1,37.25,13.0,19.0,37.25
2016-07-04,40.83606,-73.92009,Bronx,3.0,0.7,50.5,18.0,42.5,53.888888888888886
2016-07-05,40.83606,-73.92009,Bronx,3.0,0.3,42.0,23.5,35.25,42.0
2016-07-06,40.83606,-73.92009,Bronx,4.0,1.1,83.375,35.0,33.0,83.375
2016-07-07,40.83606,-73.92009,Bronx,5.5,1.9,61.375,44.5,55.25,61.375
2016-07-08,40.83606,-73.92009,Bronx,6.0,0.3,46.75,35.5,48.75,57.4
2016-07-09,40.83606,-73.92009,Bronx,4.0,0.3,26.5,10.0,22.25,26.5
2016-07-10,40.83606,-73.92009,Bronx,2.0,0.3,28.25,12.5,3.5,28.25
2016-07-11,40.83606,-73.92009,Bronx,2.5,0.7,32.875,19.0,1.25,32.875
2016-07-12,40.83606,-73.92009,Bronx,4.5,0.3,42.875,27.5,15.25,42.875
2016-07-13,40.83606,-73.92009,Bronx,6.0,0.3,38.875,31.5,29.0,38.875
2016-07-14,40.83606,-73.92009,Bronx,7.0,0.7,39.5,51.5,44.0,52.64
2016-07-15,40.83606,-73.92009,Bronx,8.0,1.1,78.0,26.5,56.5,78.0
2016-07-16,40.83606,-73.92009,Bronx,6.5,0.3,76.625,17.0,46.0,76.625
2016-07-17,40.83606,-73.92009,Bronx,5.0,0.3,89.625,16.5,38.0,89.625
2016-07-18,40.83606,-73.92009,Bronx,5.0,1.1,71.875,29.0,43.75,71.875
2016-07-19,40.83606,-73.92009,Bronx,4.0,0.3,39.25,11.0,27.5,39.25
2016-07-20,40.83606,-73.92009,Bronx,3.0,0.3,40.375,33.5,12.0,40.375
2016-07-21,40.83606,-73.92009,Bronx,4.0,1.1,78.375,25.5,29.5,78.375
2016-07-22,40.83606,-73.92009,Bronx,5.0,1.1,102.375,23.5,49.75,102.375
2016-07-23,40.83606,-73.92009,Bronx,4.0,0.7,58.875,10.0,41.25,58.875
2016-07-24,40.83606,-73.92009,Bronx,4.0,0.3,43.75,23.0,27.25,43.75
2016-07-25,40.83606,-73.92009,Bronx,5.0,0.3,73.625,33.0,39.75,73.625
2016-07-26,40.83606,-73.92009,Bronx,4.0,0.3,49.375,13.0,29.5,49.375
2016-07-27,40.83606,-73.92009,Bronx,3.0,0.7,53.375,33.0,19.0,53.375
2016-07-28,40.83606,-73.92009,Bronx,4.5,1.1,76.125,35.5,43.5,76.125
2016-07-29,40.83606,-73.92009,Bronx,5.5,0.3,76.0,26.0,55.0,76.0
2016-07-30,40.83606,-73.92009,Bronx,5.5,0.7,56.0,25.0,52.5,57.66666666666666
2016-07-31,40.83606,-73.92009,Bronx,4.5,0.3,37.625,13.5,40.5,43.77777777777778
2016-08-01,40.83606,-73.92009,Bronx,2.5,0.7,36.125,11.0,22.25,36.125
2016-08-02,40.83606,-73.92009,Bronx,2.5,0.3,28.75,20.0,27.25,28.75
2016-08-03,40.83606,-73.92009,Bronx,3.0,1.1,32.75,18.0,31.5,32.75
2016-08-04,40.83606,-73.92009,Bronx,4.0,1.1,31.25,22.5,25.25,39.16
2016-08-05,40.83606,-73.92009,Bronx,5.0,0.7,38.625,21.0,27.0,38.625
2016-08-06,40.83606,-73.92009,Bronx,5.5,0.3,45.625,14.5,31.25,45.625
2016-08-07,40.83606,-73.92009,Bronx,4.5,0.3,35.375,12.0,21.25,35.375
2016-08-08,40.83606,-73.92009,Bronx,3.0,0.7,40.875,31.0,20.0,40.875
2016-08-09,40.83606,-73.92009,Bronx,4.5,1.1,57.875,36.0,34.25,57.875
2016-08-10,40.83606,-73.92009,Bronx,4.5,0.3,34.75,23.5,40.5,47.68
2016-08-11,40.83606,-73.92009,Bronx,3.0,0.3,46.875,24.5,45.75,46.875
2016-08-12,40.83606,-73.92009,Bronx,3.0,0.3,49.875,28.0,42.5,49.875
2016-08-13,40.83606,-73.92009,Bronx,4.0,0.3,63.875,17.5,45.0,63.875
2016-08-14,40.83606,-73.92009,Bronx,4.0,0.3,49.125,21.0,35.75,49.125
2016-08-15,40.83606,-73.92009,Bronx,3.0,0.7,41.375,25.0,19.75,41.375
2016-08-16,40.83606,-73.92009,Bronx,4.0,0.7,42.875,24.0,31.75,50.24
2016-08-17,40.83606,-73.92009,Bronx,4.0,0.3,34.125,11.0,21.25,34.125
2016-08-18,40.83606,-73.92009,Bronx,3.0,0.7,43.0,28.0,11.25,43.0
2016-08-19,40.83606,-73.92009,Bronx,4.0,0.7,46.25,30.5,29.0,49.48
2016-08-20,40.83606,-73.92009,Bronx,6.0,0.7,47.125,38.0,34.5,48.11111111111112
2016-08-21,40.83606,-73.92009,Bronx,5.0,0.3,44.125,15.5,25.75,44.125
2016-08-22,40.83606,-73.92009,Bronx,2.5,0.3,31.0,9.0,9.0,31.0
2016-08-23,40.83606,-73.92009,Bronx,3.5,0.7,41.625,33.0,8.25,41.625
2016-08-24,40.83606,-73.92009,Bronx,5.0,3.5,76.5,36.5,28.5,76.5
2016-08-25,40.83606,-73.92009,Bronx,5.0,0.3,56.875,30.5,41.25,56.875
2016-08-26,40.83606,-73.92009,Bronx,5.5,1.1,41.75,28.5,41.0,48.44444444444444
2016-08-27,40.83606,-73.92009,Bronx,4.5,1.1,40.75,30.0,31.5,40.75
2016-08-28,40.83606,-73.92009,Bronx,4.0,0.7,41.0,26.0,22.75,41.0
2016-08-29,40.83606,-73.92009,Bronx,4.0,0.7,42.125,19.5,19.0,42.125
2016-08-30,40.83606,-73.92009,Bronx,3.0,0.7,38.375,17.0,21.666666666666668,38.375
2016-08-31,40.83606,-73.92009,Bronx,4.0,0.3,58.75,18.5,38.5,58.75
2016-09-01,40.83606,-73.92009,Bronx,5.0,0.3,41.625,30.0,52.0,53.333333333333336
2016-09-02,40.83606,-73.92009,Bronx,4.0,0.3,28.625,15.5,29.0,29.0
2016-09-03,40.83606,-73.92009,Bronx,3.0,0.3,29.625,14.0,11.25,29.625
2016-09-04,40.83606,-73.92009,Bronx,3.0,0.3,31.625,10.5,13.25,31.625
2016-09-05,40.83606,-73.92009,Bronx,2.5,0.3,29.375,10.0,10.25,29.375
2016-09-06,40.83606,-73.92009,Bronx,2.0,0.3,27.375,8.5,10.0,27.375
2016-09-07,40.83606,-73.92009,Bronx,2.0,0.3,33.0,10.5,16.75,33.0
2016-09-08,40.83606,-73.92009,Bronx,3.5,1.1,49.625,48.0,40.0,50.0
2016-09-09,40.83606,-73.92009,Bronx,5.0,0.7,42.875,26.5,51.0,52.4
2016-09-10,40.83606,-73.92009,Bronx,4.0,0.3,43.125,25.0,51.5,54.888888888888886
2016-09-11,40.83606,-73.92009,Bronx,3.0,0.3,35.5,10.5,34.75,35.5
2016-09-12,40.83606,-73.92009,Bronx,2.5,0.3,31.0,17.0,10.25,31.0
2016-09-13,40.83606,-73.92009,Bronx,3.5,0.3,36.125,26.0,15.0,36.125
2016-09-14,40.83606,-73.92009,Bronx,5.0,1.1,56.375,26.5,29.75,56.375
2016-09-15,40.83606,-73.92009,Bronx,4.0,0.3,39.25,15.5,21.75,39.25
2016-09-16,40.83606,-73.92009,Bronx,4.0,1.9,30.375,26.0,22.25,30.375
2016-09-17,40.83606,-73.92009,Bronx,5.5,0.7,30.375,25.5,32.0,32.0
2016-09-18,40.83606,-73.92009,Bronx,5.5,0.3,26.375,18.0,31.5,37.32
2016-09-19,40.83606,-73.92009,Bronx,5.0,0.3,17.125,28.0,34.25,34.25
2016-09-20,40.83606,-73.92009,Bronx,5.5,0.7,27.25,43.5,30.25,43.5
2016-09-21,40.83606,-73.92009,Bronx,7.0,1.9,37.5,40.0,29.75,40.0
2016-09-22,40.83606,-73.92009,Bronx,5.5,2.7,45.5,31.0,28.25,45.5
2016-09-23,40.83606,-73.92009,Bronx,5.0,1.1,63.625,47.0,39.5,63.625
2016-09-24,40.83606,-73.92009,Bronx,6.0,0.3,39.0,18.0,29.5,39.0
2016-09-25,40.83606,-73.92009,Bronx,5.5,0.7,30.5,30.5,6.75,30.5
2016-09-26,40.83606,-73.92009,Bronx,6.0,1.9,37.75,25.5,9.75,37.75
2016-09-27,40.83606,-73.92009,Bronx,6.0,0.3,31.375,31.5,22.25,36.2
2016-09-28,40.83606,-73.92009,Bronx,6.5,0.3,27.75,31.0,30.5,36.55555555555556
2016-09-29,40.83606,-73.92009,Bronx,4.5,0.3,26.0,10.0,22.5,26.0
2016-09-30,40.83606,-73.92009,Bronx,2.0,0.3,21.0,10.5,13.75,21.0
2016-10-01,40.83606,-73.92009,Bronx,2.0,0.3,19.5,8.5,7.25,19.5
2016-10-02,40.83606,-73.92009,Bronx,3.5,0.3,17.25,20.0,9.0,20.0
2016-10-03,40.83606,-73.92009,Bronx,6.5,1.1,22.0,39.5,28.5,49.6
2016-10-04,40.83606,-73.92009,Bronx,8.0,0.3,26.375,23.5,32.0,32.0
2016-10-05,40.83606,-73.92009,Bronx,7.0,1.9,28.5,30.0,23.0,30.0
2016-10-06,40.83606,-73.92009,Bronx,8.0,1.1,30.125,39.0,35.25,48.2
2016-10-07,40.83606,-73.92009,Bronx,10.0,2.7,34.625,38.0,47.0,53.77777777777778
2016-10-08,40.83606,-73.92009,Bronx,9.0,0.3,25.125,33.0,39.0,39.0
2016-10-09,40.83606,-73.92009,Bronx,7.0,0.3,22.875,14.5,18.25,22.875
2016-10-10,40.83606,-73.92009,Bronx,4.5,1.1,25.75,20.5,8.5,25.75
2016-10-11,40.83606,-73.92009,Bronx,4.0,1.9,23.5,28.0,16.5,28.0
2016-10-12,40.83606,-73.92009,Bronx,7.0,1.9,25.0,28.0,28.0,33.4
2016-10-13,40.83606,-73.92009,Bronx,9.5,1.9,21.125,37.5,39.0,39.77777777777778
2016-10-14,40.83606,-73.92009,Bronx,8.0,1.9,23.625,33.0,28.0,33.0
2016-10-15,40.83606,-73.92009,Bronx,6.0,1.9,29.5,24.0,17.5,29.5
2016-10-16,40.83606,-73.92009,Bronx,5.5,1.1,31.375,27.5,29.25,35.666666666666664
2016-10-17,40.83606,-73.92009,Bronx,5.5,1.1,28.875,43.0,47.25,54.888888888888886
2016-10-18,40.83606,-73.92009,Bronx,7.0,2.7,28.75,41.5,61.75,65.32
2016-10-19,40.83606,-73.92009,Bronx,5.5,0.7,33.5,26.0,52.25,52.25
2016-10-20,40.83606,-73.92009,Bronx,3.0,0.7,25.25,21.0,37.5,39.0
2016-10-21,40.83606,-73.92009,Bronx,4.0,0.3,16.625,29.5,26.75,34.76470588235294
2016-10-22,40.83606,-73.92009,Bronx,5.0,0.3,17.0,7.5,9.0,17.0
2016-10-23,40.83606,-73.92009,Bronx,4.0,0.3,26.375,18.5,10.25,26.375
2016-10-24,40.83606,-73.92009,Bronx,3.0,0.7,28.25,26.0,24.5,28.25
2016-10-25,40.83606,-73.92009,Bronx,2.5,0.7,23.125,17.0,30.25,30.25
2016-10-26,40.83606,-73.92009,Bronx,2.5,0.7,22.625,25.5,27.0,27.0
2016-10-27,40.83606,-73.92009,Bronx,4.0,0.3,14.125,28.0,20.0,28.0
2016-10-28,40.83606,-73.92009,Bronx,4.0,0.7,16.125,15.5,16.75,19.22222222222222
2016-10-29,40.83606,-73.92009,Bronx,4.5,1.9,17.625,33.0,26.0,33.22222222222222
2016-10-30,40.83606,-73.92009,Bronx,5.5,1.5,24.25,23.0,46.25,54.84
2016-10-31,40.83606,-73.92009,Bronx,5.0,0.7,21.625,28.0,34.75,34.75
2016-11-01,40.83606,-73.92009,Bronx,5.0,1.1,19.25,25.5,20.75,27.77777777777778
2016-11-02,40.83606,-73.92009,Bronx,6.5,1.1,13.75,44.0,41.0,58.48
2016-11-03,40.83606,-73.92009,Bronx,8.0,2.7,21.375,37.5,55.75,63.0
2016-11-04,40.83606,-73.92009,Bronx,5.5,1.1,21.875,18.0,38.0,38.0
2016-11-05,40.83606,-73.92009,Bronx,3.0,0.7,23.25,24.5,23.33333333333333,34.8
2016-11-06,40.81551,-73.88553,Bronx,3.0,0.7,25.125,14.0,29.5,29.5
2016-11-07,40.81551,-73.88553,Bronx,4.5,3.1,20.25,30.5,22.5,30.5
2016-11-08,40.81551,-73.88553,Bronx,7.5,6.7,13.625,50.5,35.5,50.5
2016-11-09,40.83606,-73.92009,Bronx,9.0,3.1,15.0,39.5,42.0,51.0
2016-11-10,40.83606,-73.92009,Bronx,6.0,1.9,19.375,28.5,25.75,28.5
2016-11-11,40.83606,-73.92009,Bronx,3.0,2.7,25.0,27.5,21.0,27.5
2016-11-12,40.83606,-73.92009,Bronx,4.0,1.1,28.0,26.5,23.0,28.0
2016-11-13,40.83606,-73.92009,Bronx,5.0,2.3,27.375,33.0,27.0,33.0
2016-11-14,40.83606,-73.92009,Bronx,6.0,4.3,17.0,49.5,44.75,50.32
2016-11-15,40.83606,-73.92009,Bronx,8.0,3.1,18.125,49.0,48.25,49.0
2016-11-16,40.83606,-73.92009,Bronx,7.0,2.7,23.125,36.0,48.5,48.5
2016-11-17,40.83606,-73.92009,Bronx,5.0,1.9,24.0,24.5,54.5,54.5
2016-11-18,40.83606,-73.92009,Bronx,6.5,3.1,16.875,41.5,53.5,53.5
2016-11-19,40.83606,-73.92009,Bronx,8.5,5.5,18.25,37.0,50.25,50.25
2016-11-20,40.83606,-73.92009,Bronx,6.0,0.3,27.0,7.5,28.5,28.5
2016-11-21,40.83606,-73.92009,Bronx,2.5,0.3,29.375,11.0,14.75,29.375
2016-11-22,40.83606,-73.92009,Bronx,2.5,1.1,27.75,13.5,31.25,31.25
2016-11-23,40.83606,-73.92009,Bronx,3.0,1.1,25.875,24.5,39.75,39.75
2016-11-24,40.83606,-73.92009,Bronx,4.0,0.7,16.875,24.0,37.75,37.75
2016-11-25,40.83606,-73.92009,Bronx,6.5,3.1,5.75,32.0,49.75,67.44444444444444
2016-11-26,40.83606,-73.92009,Bronx,8.0,3.1,12.375,20.5,49.75,49.75
2016-11-27,40.83606,-73.92009,Bronx,5.5,1.9,20.375,23.0,31.5,31.5
2016-11-28,40.83606,-73.92009,Bronx,4.0,2.7,19.375,31.5,36.25,40.55555555555556
2016-11-29,40.83606,-73.92009,Bronx,5.0,1.5,21.125,42.0,46.25,46.25
2016-11-30,40.83606,-73.92009,Bronx,7.0,2.7,20.125,40.5,42.75,48.888888888888886
2016-12-01,40.83606,-73.92009,Bronx,6.0,0.7,19.125,26.0,33.75,33.75
2016-12-02,40.83606,-73.92009,Bronx,3.0,1.1,16.75,15.5,28.5,28.5
2016-12-03,40.83606,-73.92009,Bronx,3.0,1.1,23.875,12.0,27.5,27.5
2016-12-04,40.83606,-73.92009,Bronx,3.0,1.1,28.375,22.0,27.25,28.375
2016-12-05,40.83606,-73.92009,Bronx,4.0,1.1,17.375,30.5,33.75,33.75
2016-12-06,40.83606,-73.92009,Bronx,5.5,4.3,15.0,35.5,46.25,46.25
2016-12-07,40.83606,-73.92009,Bronx,6.0,1.1,11.375,26.5,53.25,53.25
2016-12-08,40.83606,-73.92009,Bronx,6.0,3.1,9.0,27.5,51.75,51.75
2016-12-09,40.83606,-73.92009,Bronx,4.5,1.1,21.625,20.0,39.75,39.75
2016-12-10,40.83606,-73.92009,Bronx,3.0,0.7,21.0,20.5,30.75,30.75
2016-12-11,40.83606,-73.92009,Bronx,4.0,1.9,14.625,33.0,37.25,50.32
2016-12-12,40.83606,-73.92009,Bronx,6.5,3.9,11.125,39.0,47.0,51.22222222222222
2016-12-13,40.83606,-73.92009,Bronx,6.5,1.9,10.5,34.0,53.5,53.5
2016-12-14,40.83606,-73.92009,Bronx,6.0,3.1,17.625,29.0,53.25,57.16
2016-12-15,40.83606,-73.92009,Bronx,6.0,1.1,24.5,18.0,46.0,46.0
2016-12-16,40.83606,-73.92009,Bronx,5.0,3.5,18.875,34.5,44.25,44.25
2016-12-17,40.83606,-73.92009,Bronx,6.5,3.1,8.125,40.0,51.0,52.72
2016-12-18,40.83606,-73.92009,Bronx,8.0,1.1,19.5,32.5,54.333333333333336,54.333333333333336
2016-12-19,40.83606,-73.92009,Bronx,5.5,1.1,25.0,20.0,44.5,44.5
2016-12-20,40.83606,-73.92009,Bronx,5.0,4.3,14.875,49.0,44.333333333333336,49.0
2016-12-21,40.83606,-73.92009,Bronx,7.0,4.7,6.875,39.0,56.0,58.888888888888886
2016-12-22,40.83606,-73.92009,Bronx,7.0,3.5,16.875,41.0,60.25,60.25
2016-12-23,40.83606,-73.92009,Bronx,6.5,1.9,20.125,34.5,55.5,55.5
2016-12-24,40.83606,-73.92009,Bronx,6.0,1.1,23.0,34.0,53.0,53.11111111111112
2016-12-25,40.83606,-73.92009,Bronx,4.5,1.1,26.625,20.5,48.75,48.75
2016-12-26,40.83606,-73.92009,Bronx,4.5,0.7,21.125,39.5,40.5,40.5
2016-12-27,40.83606,-73.92009,Bronx,5.5,1.1,19.75,24.0,40.0,40.0
2016-12-28,40.83606,-73.92009,Bronx,4.0,1.1,19.25,24.0,42.75,42.75
2016-12-29,40.83606,-73.92009,Bronx,4.5,1.9,16.0,36.0,46.0,46.0
2016-12-30,40.83606,-73.92009,Bronx,5.5,1.1,18.375,23.0,47.5,47.5
2016-12-31,40.83606,-73.92009,Bronx,5.0,1.9,22.875,26.0,43.25,43.25
2017-01-01,40.83606,-73.92009,Bronx,11.5,3.1,29.0,42.0,53.0,53.0
2017-01-02,40.83606,-73.92009,Bronx,8.5,0.7,22.5,33.5,56.5,56.5
2017-01-03,40.83606,-73.92009,Bronx,6.0,0.7,21.75,24.0,40.0,40.0
2017-01-04,40.83606,-73.92009,Bronx,4.5,1.9,22.75,23.0,38.0,38.0
2017-01-05,40.83606,-73.92009,Bronx,4.5,1.1,21.125,25.0,51.5,51.5
2017-01-06,40.83606,-73.92009,Bronx,6.0,2.7,20.875,22.0,53.0,53.0
2017-01-07,40.83606,-73.92009,Bronx,8.5,1.9,20.625,19.0,53.25,53.25
2017-01-08,40.83606,-73.92009,Bronx,7.5,1.9,23.125,18.5,53.0,53.0
2017-01-09,40.83606,-73.92009,Bronx,6.0,3.9,18.125,38.0,53.25,53.25
2017-01-10,40.83606,-73.92009,Bronx,6.0,3.5,18.625,47.5,54.5,54.5
2017-01-11,40.83606,-73.92009,Bronx,6.5,1.9,17.125,40.5,56.5,56.5
2017-01-12,40.83606,-73.92009,Bronx,6.0,2.3,17.0,36.0,56.75,56.75
2017-01-13,40.83606,-73.92009,Bronx,5.5,1.1,27.5,16.0,51.75,51.75
2017-01-14,40.83606,-73.92009,Bronx,5.5,0.7,25.5,41.5,46.75,46.75
2017-01-15,40.83606,-73.92009,Bronx,6.0,1.1,25.0,25.0,48.66666666666666,48.66666666666666
2017-01-16,40.81551,-73.88553,Bronx,6.0,4.7,14.125,37.5,57.0,58.96
2017-01-17,40.83606,-73.92009,Bronx,7.0,3.9,16.0,37.0,57.333333333333336,74.66666666666667
2017-01-18,40.83606,-73.92009,Bronx,6.5,1.1,18.0,24.0,49.0,49.0
2017-01-19,40.83606,-73.92009,Bronx,6.0,1.9,16.75,26.0,48.5,48.5
2017-01-20,40.83606,-73.92009,Bronx,6.0,0.7,14.125,30.0,54.25,54.25
2017-01-21,40.83606,-73.92009,Bronx,6.5,1.1,5.375,28.5,58.25,61.77777777777778
2017-01-22,40.83606,-73.92009,Bronx,8.0,0.3,16.375,24.5,61.0,65.96
2017-01-23,40.83606,-73.92009,Bronx,5.5,0.3,27.25,11.0,42.5,42.5
2017-01-24,40.83606,-73.92009,Bronx,4.0,1.1,26.625,22.5,26.75,26.75
2017-01-25,40.83606,-73.92009,Bronx,6.0,2.7,23.875,43.0,36.0,43.0
2017-01-26,40.83606,-73.92009,Bronx,7.5,4.3,17.875,37.0,48.25,48.25
2017-01-27,40.83606,-73.92009,Bronx,5.5,0.7,17.5,16.5,42.5,42.5
2017-01-28,40.83606,-73.92009,Bronx,3.0,1.1,18.0,20.0,38.25,38.25
2017-01-29,40.83606,-73.92009,Bronx,4.0,1.1,24.75,28.5,48.0,48.0
2017-01-30,40.83606,-73.92009,Bronx,6.0,2.7,28.125,26.0,46.0,46.0
2017-01-31,40.83606,-73.92009,Bronx,6.0,1.1,22.125,42.0,43.5,43.5
2017-02-01,40.83606,-73.92009,Bronx,6.5,1.9,21.125,53.5,49.5,53.5
2017-02-02,40.83606,-73.92009,Bronx,6.5,2.7,25.125,35.5,47.25,47.25
2017-02-03,40.83606,-73.92009,Bronx,4.0,1.1,28.25,20.5,48.5,48.5
2017-02-04,40.83606,-73.92009,Bronx,4.0,1.1,30.125,24.0,54.25,54.25
2017-02-05,40.83606,-73.92009,Bronx,5.0,1.9,23.375,34.0,54.75,54.75
2017-02-06,40.83606,-73.92009,Bronx,5.5,1.1,26.25,46.5,56.0,56.88
2017-02-07,40.83606,-73.92009,Bronx,6.5,1.1,17.875,41.5,56.25,61.0
2017-02-08,40.83606,-73.92009,Bronx,10.5,3.9,19.0,55.0,56.25,57.55555555555556
2017-02-09,40.83606,-73.92009,Bronx,11.0,1.1,28.0,12.5,47.5,47.5
2017-02-10,40.83606,-73.92009,Bronx,6.5,1.1,29.75,29.5,38.0,38.0
2017-02-11,40.83606,-73.92009,Bronx,7.5,4.3,15.25,50.5,49.0,55.55555555555556
2017-02-12,40.83606,-73.92009,Bronx,9.0,1.1,17.125,37.0,50.75,52.28
2017-02-13,40.83606,-73.92009,Bronx,6.5,2.7,24.5,24.5,42.0,42.0
2017-02-14,40.83606,-73.92009,Bronx,5.5,1.9,22.25,45.5,47.0,47.0
2017-02-15,40.83606,-73.92009,Bronx,11.0,5.5,27.0,55.0,54.5,61.8
2017-02-16,40.83606,-73.92009,Bronx,9.5,1.1,26.375,13.5,47.75,47.75
2017-02-17,40.83606,-73.92009,Bronx,4.0,1.9,28.5,24.5,42.5,42.5
2017-02-18,40.83606,-73.92009,Bronx,6.5,3.1,26.875,50.5,51.0,56.04
2017-02-19,40.83606,-73.92009,Bronx,7.0,2.3,35.75,29.0,54.25,54.25
2017-02-20,40.83606,-73.92009,Bronx,4.5,1.9,37.875,18.0,42.0,42.0
2017-02-21,40.83606,-73.92009,Bronx,3.0,1.9,33.375,34.5,34.0,34.5
2017-02-22,40.83606,-73.92009,Bronx,5.5,2.7,17.25,53.5,47.0,53.5
2017-02-23,40.83606,-73.92009,Bronx,10.5,3.9,8.25,56.5,61.75,69.88888888888889
2017-02-24,40.83606,-73.92009,Bronx,10.5,2.7,24.375,47.0,60.25,60.25
2017-02-25,40.83606,-73.92009,Bronx,5.5,0.3,31.0,27.0,40.25,43.0
2017-02-26,40.83606,-73.92009,Bronx,3.0,0.3,31.125,14.5,27.0,31.125
2017-02-27,40.83606,-73.92009,Bronx,4.0,2.7,23.125,44.0,40.0,51.0
2017-02-28,40.83606,-73.92009,Bronx,6.0,1.9,20.5,47.5,52.75,52.75
2017-03-01,40.83606,-73.92009,Bronx,7.0,0.7,27.625,42.0,51.75,51.75
2017-03-02,40.83606,-73.92009,Bronx,5.0,0.7,36.0,11.5,39.75,39.75
2017-03-03,40.83606,-73.92009,Bronx,3.0,0.7,33.5,15.0,28.75,33.5
2017-03-04,40.83606,-73.92009,Bronx,4.5,0.7,33.125,10.5,27.75,33.125
2017-03-05,40.83606,-73.92009,Bronx,6.0,2.7,33.5,29.0,25.0,33.5
2017-03-06,40.83606,-73.92009,Bronx,6.5,3.5,26.75,42.5,35.5,43.11111111111112
2017-03-07,40.83606,-73.92009,Bronx,6.5,1.1,21.75,48.5,52.25,52.25
2017-03-08,40.83606,-73.92009,Bronx,6.0,1.1,34.0,35.0,48.75,48.75
2017-03-09,40.83606,-73.92009,Bronx,4.5,1.1,39.625,17.5,32.0,39.625
2017-03-10,40.83606,-73.92009,Bronx,3.0,0.7,35.375,16.5,22.25,35.375
2017-03-11,40.83606,-73.92009,Bronx,3.0,0.7,32.125,11.0,21.5,32.125
2017-03-12,40.83606,-73.92009,Bronx,3.0,1.1,31.625,12.0,24.25,31.625
2017-03-13,40.83606,-73.92009,Bronx,4.5,2.7,31.5,35.5,30.75,35.5
2017-03-14,40.83606,-73.92009,Bronx,6.0,1.1,31.125,14.0,24.0,31.125
2017-03-15,40.83606,-73.92009,Bronx,4.5,0.7,31.25,20.5,23.5,31.25
2017-03-16,40.83606,-73.92009,Bronx,3.0,1.1,38.375,29.5,38.25,38.375
2017-03-17,40.83606,-73.92009,Bronx,4.5,1.9,38.625,43.0,43.25,43.25
2017-03-18,40.83606,-73.92009,Bronx,6.5,3.1,38.75,58.0,43.0,58.0
2017-03-19,40.83606,-73.92009,Bronx,6.5,1.9,41.625,28.0,32.25,41.625
2017-03-20,40.83606,-73.92009,Bronx,6.5,2.7,41.75,34.5,25.5,41.75
2017-03-21,40.83606,-73.92009,Bronx,6.5,3.5,41.125,44.0,36.5,44.0
2017-03-22,40.83606,-73.92009,Bronx,5.5,0.3,38.375,17.5,36.75,38.375
2017-03-23,40.83606,-73.92009,Bronx,5.0,1.9,36.75,45.5,28.25,45.5
2017-03-24,40.83606,-73.92009,Bronx,5.5,1.9,29.75,52.0,38.25,52.0
