date_local,latitude,longitude,county,aqi_42101,aqi_42401,aqi_44201,aqi_42602,aqi_88502,aqi_max
2016-12-02,40.72698,-73.89313,Queens,2.0,1.4,13.5,16.0,27.5,27.5
2016-12-03,40.72698,-73.89313,Queens,2.0,3.8,24.75,13.0,32.0,32.0
2016-12-04,40.72698,-73.89313,Queens,2.0,3.0,29.5,20.0,32.0,32.0
2016-12-05,40.72698,-73.89313,Queens,2.5,3.8,18.75,31.0,35.0,35.0
2016-12-06,40.72698,-73.89313,Queens,4.0,3.0,20.25,40.0,38.0,40.0
2016-12-07,40.72698,-73.89313,Queens,5.5,1.4,17.5,33.0,42.5,42.5
2016-12-08,40.72698,-73.89313,Queens,6.0,5.4,10.25,35.0,52.5,53.294117647058826
2016-12-09,40.72698,-73.89313,Queens,4.0,3.8,23.0,22.0,50.0,50.0
2016-12-10,40.72698,-73.89313,Queens,2.0,1.4,23.0,20.0,44.0,44.0
2016-12-11,40.72698,-73.89313,Queens,2.5,1.4,19.5,33.0,39.0,50.94117647058823
2016-12-12,40.72698,-73.89313,Queens,4.0,3.8,13.75,39.0,45.0,56.1764705882353
2016-12-13,40.72698,-73.89313,Queens,4.0,1.4,12.5,30.0,53.0,54.888888888888886
2016-12-14,40.72698,-73.89313,Queens,4.0,5.4,19.5,31.0,52.5,58.44444444444444
2016-12-15,40.72698,-73.89313,Queens,4.0,1.4,27.25,19.0,47.5,47.5
2016-12-16,40.72698,-73.89313,Queens,3.0,3.8,17.75,29.0,46.5,51.333333333333336
2016-12-17,40.72698,-73.89313,Queens,5.0,1.4,9.0,43.0,50.5,50.5
2016-12-18,40.72698,-73.89313,Queens,6.5,3.0,20.5,30.0,53.0,53.0
2016-12-19,40.72698,-73.89313,Queens,4.0,1.4,26.0,20.0,49.5,49.5
2016-12-20,40.72698,-73.89313,Queens,4.0,3.0,19.25,47.0,44.5,47.0
2016-12-21,40.72698,-73.89313,Queens,6.5,6.2,9.5,39.0,55.5,64.82352941176471
2016-12-22,40.72698,-73.89313,Queens,7.0,3.8,16.75,41.0,62.5,62.5
2016-12-23,40.72698,-73.89313,Queens,5.0,3.0,20.75,35.0,55.5,55.5
2016-12-24,40.72698,-73.89313,Queens,4.0,1.4,24.0,32.0,52.5,55.05882352941177
2016-12-25,40.72698,-73.89313,Queens,4.0,0.6,28.75,16.0,47.0,47.0
2016-12-26,40.72698,-73.89313,Queens,2.5,0.6,24.75,21.0,35.0,35.0
2016-12-27,40.72698,-73.89313,Queens,2.0,1.4,22.25,21.0,35.5,35.5
2016-12-28,40.72698,-73.89313,Queens,2.5,3.0,19.75,34.0,47.0,47.0
2016-12-29,40.72698,-73.89313,Queens,4.5,1.4,16.75,38.0,49.0,49.0
2016-12-30,40.72698,-73.89313,Queens,4.5,1.4,19.75,26.0,46.0,46.0
2016-12-31,40.72698,-73.89313,Queens,3.0,3.0,27.0,26.0,41.5,41.5
2017-01-01,40.72698,-73.89313,Queens,4.5,1.4,26.75,43.0,52.0,52.0
2017-01-02,40.72698,-73.89313,Queens,6.0,3.8,22.25,36.0,56.5,56.5
2017-01-03,40.72698,-73.89313,Queens,4.0,1.4,24.5,29.0,39.0,39.0
2017-01-04,40.72698,-73.89313,Queens,2.5,3.0,25.25,25.0,37.0,37.0
2017-01-05,40.72698,-73.89313,Queens,2.5,3.0,22.25,22.0,50.5,50.5
2017-01-06,40.72698,-73.89313,Queens,2.5,3.0,22.25,26.0,54.5,54.5
2017-01-07,40.72698,-73.89313,Queens,3.0,1.4,23.5,16.0,55.0,55.0
2017-01-08,40.72698,-73.89313,Queens,2.5,3.0,25.5,14.0,54.0,54.0
2017-01-09,40.72698,-73.89313,Queens,2.5,5.4,18.5,35.0,53.5,53.5
2017-01-10,40.72698,-73.89313,Queens,4.5,1.4,22.5,42.0,50.5,50.5
2017-01-11,40.72698,-73.89313,Queens,5.5,3.0,19.75,38.0,51.0,51.0
2017-01-12,40.72698,-73.89313,Queens,5.0,0.6,15.0,37.0,54.0,54.0
2017-01-13,40.72698,-73.89313,Queens,5.0,3.0,26.5,23.0,54.0,54.0
2017-01-14,40.72698,-73.89313,Queens,5.0,1.4,27.25,40.0,46.0,46.0
2017-01-15,40.72698,-73.89313,Queens,5.0,3.0,26.0,38.0,48.0,49.23529411764706
2017-01-16,40.72698,-73.89313,Queens,5.0,3.0,15.75,42.0,57.5,57.5
2017-01-17,40.72698,-73.89313,Queens,6.5,5.4,15.75,42.0,60.0,72.88235294117646
2017-01-18,40.72698,-73.89313,Queens,5.5,0.6,21.5,25.0,50.5,50.5
2017-01-19,40.72698,-73.89313,Queens,4.5,3.0,17.75,33.0,43.5,43.5
2017-01-20,40.72698,-73.89313,Queens,4.5,1.4,14.75,28.0,43.5,43.5
2017-01-21,40.72698,-73.89313,Queens,4.5,0.6,5.75,26.0,49.0,63.47058823529412
2017-01-22,40.72698,-73.89313,Queens,6.5,0.6,18.25,26.0,57.5,57.5
2017-01-23,40.72698,-73.89313,Queens,5.0,0.6,29.75,6.0,39.0,39.0
2017-01-24,40.72698,-73.89313,Queens,3.0,1.4,30.0,26.0,28.0,30.0
2017-01-25,40.72698,-73.89313,Queens,5.0,3.0,25.25,43.0,39.0,43.0
2017-01-26,40.72698,-73.89313,Queens,8.5,3.8,16.0,47.0,48.5,48.5
2017-01-27,40.72698,-73.89313,Queens,6.0,0.6,16.0,17.0,43.0,43.0
2017-01-28,40.72698,-73.89313,Queens,2.0,0.75,18.5,25.0,36.5,36.5
2017-01-29,40.72698,-73.89313,Queens,4.0,3.0,28.0,38.0,46.0,46.0
2017-01-30,40.72698,-73.89313,Queens,4.5,3.0,29.5,31.0,49.0,49.0
2017-01-31,40.72698,-73.89313,Queens,5.0,1.4,23.25,49.0,46.0,49.0
2017-02-01,40.72698,-73.89313,Queens,8.5,3.8,23.0,52.0,48.5,52.0
2017-02-02,40.72698,-73.89313,Queens,6.5,3.8,27.75,40.0,50.0,50.0
2017-02-03,40.72698,-73.89313,Queens,2.5,3.0,29.75,23.0,46.0,46.0
2017-02-04,40.72698,-73.89313,Queens,2.0,1.4,30.75,23.0,42.0,42.0
2017-02-05,40.72698,-73.89313,Queens,2.5,1.4,25.0,28.0,47.0,52.52941176470589
2017-02-06,40.72698,-73.89313,Queens,4.0,3.0,26.75,40.0,54.5,55.35294117647059
2017-02-07,40.72698,-73.89313,Queens,5.5,1.4,26.75,47.0,57.0,63.94117647058823
2017-02-08,40.72698,-73.89313,Queens,7.5,3.8,26.75,47.0,56.5,56.5
2017-02-09,40.72698,-73.89313,Queens,6.0,1.4,26.75,13.0,47.0,47.0
2017-02-10,40.72698,-73.89313,Queens,2.5,1.4,26.75,29.0,40.5,40.5
2017-02-11,40.72698,-73.89313,Queens,5.5,5.4,26.75,50.0,51.0,58.294117647058826
2017-02-12,40.72698,-73.89313,Queens,9.0,0.6,26.75,43.0,50.5,50.5
2017-02-13,40.72698,-73.89313,Queens,7.0,3.0,26.75,28.0,39.5,39.5
2017-02-14,40.72698,-73.89313,Queens,4.0,5.4,26.75,44.0,38.5,44.0
2017-02-15,40.72698,-73.89313,Queens,5.0,1.0,26.75,44.0,45.5,51.52941176470589
2017-02-16,40.72698,-73.89313,Queens,4.5,3.0,26.5,13.0,46.5,46.5
2017-02-17,40.72698,-73.89313,Queens,2.0,1.0,29.75,21.0,46.0,46.0
2017-02-18,40.72698,-73.89313,Queens,4.0,3.0,27.25,56.0,52.5,56.0
2017-02-19,40.72698,-73.89313,Queens,5.5,1.0,38.0,42.0,56.0,56.0
2017-02-20,40.72698,-73.89313,Queens,4.0,3.0,39.75,24.0,44.5,44.5
2017-02-21,40.72698,-73.89313,Queens,2.5,0.0,36.75,35.0,30.0,36.75
2017-02-22,40.72698,-73.89313,Queens,4.0,3.0,22.75,47.0,39.0,47.0
2017-02-23,40.72698,-73.89313,Queens,7.5,3.0,18.5,51.0,54.5,63.88235294117647
2017-02-24,40.72698,-73.89313,Queens,7.5,1.0,31.0,45.0,46.0,46.0
2017-02-25,40.72698,-73.89313,Queens,4.5,0.0,32.75,24.0,23.0,32.75
2017-02-26,40.72698,-73.89313,Queens,2.5,3.0,32.75,13.0,21.5,32.75
2017-02-27,40.72698,-73.89313,Queens,3.5,6.0,30.0,45.0,40.5,45.0
2017-02-28,40.72698,-73.89313,Queens,5.0,1.0,31.25,42.0,47.5,47.5
2017-03-01,40.72698,-73.89313,Queens,5.5,1.0,31.25,41.0,41.0,44.1764705882353
2017-03-02,40.72698,-73.89313,Queens,4.0,0.0,37.0,9.0,35.0,37.0
2017-03-03,40.72698,-73.89313,Queens,2.0,1.0,35.25,14.0,33.0,35.25
2017-03-04,40.72698,-73.89313,Queens,2.0,3.0,34.75,10.0,34.0,34.75
2017-03-05,40.72698,-73.89313,Queens,2.5,3.0,34.25,38.0,28.5,38.0
2017-03-06,40.72698,-73.89313,Queens,3.0,1.0,31.75,46.0,34.5,46.0
2017-03-07,40.72698,-73.89313,Queens,3.0,0.0,30.5,34.0,57.5,57.5
2017-03-08,40.72698,-73.89313,Queens,3.0,1.0,37.25,30.0,65.0,65.0
2017-03-09,40.72698,-73.89313,Queens,2.5,1.0,40.0,22.0,58.5,58.5
2017-03-10,40.72698,-73.89313,Queens,2.0,1.0,36.25,17.0,40.0,40.0
2017-03-11,40.72698,-73.89313,Queens,2.0,3.0,33.75,12.0,25.5,33.75
2017-03-12,40.72698,-73.89313,Queens,2.0,3.0,34.0,13.0,28.5,34.0
2017-03-13,40.72698,-73.89313,Queens,3.5,3.0,34.0,29.0,29.0,37.1764705882353
2017-03-14,40.72698,-73.89313,Queens,3.5,1.0,33.75,13.0,19.5,33.75
2017-03-15,40.72698,-73.89313,Queens,2.0,0.0,32.5,16.0,19.5,32.5
2017-03-16,40.72698,-73.89313,Queens,2.5,1.0,41.25,25.0,35.0,41.25
2017-03-17,40.72698,-73.89313,Queens,3.0,1.0,41.0,42.0,42.5,42.5
2017-03-18,40.72698,-73.89313,Queens,6.0,3.0,40.0,78.0,45.0,78.0
2017-03-19,40.72698,-73.89313,Queens,6.0,0.0,43.0,33.0,34.0,43.0
2017-03-20,40.72698,-73.89313,Queens,3.0,3.0,41.75,46.0,29.0,46.0
2017-03-21,40.72698,-73.89313,Queens,5.0,4.0,38.0,57.0,44.0,57.0
2017-03-22,40.72698,-73.89313,Queens,5.0,3.0,37.75,36.0,43.0,43.0
2017-03-23,40.72698,-73.89313,Queens,3.0,7.0,37.25,38.0,32.5,38.0
2017-03-24,40.72698,-73.89313,Queens,4.0,1.0,34.75,55.0,35.0,55.0
2017-03-25,40.72698,-73.89313,Queens,5.5,3.0,31.75,44.0,49.0,58.05882352941177
2017-03-26,40.72698,-73.89313,Queens,4.0,0.0,31.75,11.0,41.5,41.5
2017-03-27,40.72698,-73.89313,Queens,3.5,1.0,21.25,38.0,30.5,48.11764705882353
2017-03-28,40.72698,-73.89313,Queens,5.0,1.0,23.5,27.0,28.0,36.588235294117645
2017-03-29,40.72698,-73.89313,Queens,5.0,1.0,33.0,36.0,17.5,36.0
2017-03-30,40.72698,-73.89313,Queens,3.5,1.0,31.25,34.0,18.5,34.0
2017-03-31,40.72698,-73.89313,Queens,2.0,0.0,35.25,16.0,12.5,35.25
2017-04-01,40.739264,-73.817694,Queens,4.0,0.0,33.5,21.5,22.25,33.5
2017-04-02,40.739264,-73.817694,Queens,4.0,1.0,38.5,31.5,20.25,38.5
2017-04-03,40.739264,-73.817694,Queens,6.5,4.0,41.75,60.0,32.75,60.0
2017-04-04,40.739264,-73.817694,Queens,6.5,0.0,37.25,32.0,31.75,37.25
2017-04-05,40.739264,-73.817694,Queens,5.0,1.0,36.0,28.5,27.75,56.0
2017-04-06,40.739264,-73.817694,Queens,5.5,0.0,31.75,35.5,18.5,35.5
2017-04-07,40.739264,-73.817694,Queens,4.0,3.0,29.0,17.0,7.25,29.0
2017-04-08,40.739264,-73.817694,Queens,2.75,1.0,36.75,13.0,14.5,36.75
2017-04-09,40.739264,-73.817694,Queens,3.25,1.0,41.25,40.5,23.0,41.25
2017-04-10,40.739264,-73.817694,Queens,4.5,4.0,43.5,50.5,39.5,50.5
2017-04-11,40.739264,-73.817694,Queens,5.25,1.0,41.0,50.0,54.75,54.75
2017-04-12,40.739264,-73.817694,Queens,6.75,6.0,37.75,54.0,58.25,58.25
2017-04-13,40.739264,-73.817694,Queens,6.0,0.0,39.25,21.0,39.25,39.25
2017-04-14,40.739264,-73.817694,Queens,3.75,1.0,40.75,41.0,21.0,41.0
2017-04-15,40.739264,-73.817694,Queens,4.25,0.0,40.25,43.5,22.0,43.5
2017-04-16,40.739264,-73.817694,Queens,3.75,0.0,47.5,25.0,34.5,49.6
2017-04-17,40.739264,-73.817694,Queens,3.25,0.0,42.5,22.5,35.5,42.5
2017-04-18,40.739264,-73.817694,Queens,3.25,0.0,37.0,16.5,21.5,37.0
2017-04-19,40.739264,-73.817694,Queens,2.25,0.0,35.25,14.5,18.33333333333333,35.25
2017-04-20,40.72698,-73.89313,Queens,3.25,1.0,36.5,31.5,24.5,42.11764705882353
2017-04-21,40.72698,-73.89313,Queens,4.0,0.0,34.0,22.0,24.5,34.0
2017-04-22,40.72698,-73.89313,Queens,4.0,0.0,28.75,37.0,16.0,37.0
2017-04-23,40.739264,-73.817694,Queens,4.25,0.0,27.0,13.5,16.666666666666668,27.0
2017-04-24,40.739264,-73.817694,Queens,5.0,1.0,26.5,29.0,22.75,31.176470588235293
2017-04-25,40.739264,-73.817694,Queens,4.75,0.0,31.25,17.0,20.0,31.25
2017-04-26,40.739264,-73.817694,Queens,4.25,0.0,27.0,31.0,18.0,31.0
2017-04-27,40.739264,-73.817694,Queens,5.25,0.0,31.25,25.0,26.0,47.70588235294117
2017-04-28,40.739264,-73.817694,Queens,5.75,1.0,41.5,58.5,43.25,61.28
2017-04-29,40.739264,-73.817694,Queens,6.0,0.0,44.75,37.5,53.5,53.5
2017-04-30,40.739264,-73.817694,Queens,4.25,0.0,39.25,8.0,28.25,39.25
2017-05-01,40.739264,-73.817694,Queens,3.0,0.0,27.0,22.5,19.0,35.84
2017-05-02,40.739264,-73.817694,Queens,2.75,0.0,40.5,19.5,28.0,40.5
2017-05-03,40.739264,-73.817694,Queens,2.25,0.0,40.25,14.5,23.25,40.25
2017-05-04,40.739264,-73.817694,Queens,3.0,1.0,40.25,36.0,16.75,40.25
2017-05-05,40.739264,-73.817694,Queens,3.0,0.0,38.25,20.5,16.75,38.25
2017-05-06,40.739264,-73.817694,Queens,2.25,0.0,35.5,16.5,20.0,35.5
2017-05-07,40.739264,-73.817694,Queens,2.0,0.0,30.5,9.0,14.25,30.5
2017-05-08,40.739264,-73.817694,Queens,2.25,0.0,32.75,17.0,11.75,32.75
2017-05-09,40.739264,-73.817694,Queens,2.5,0.0,37.0,22.5,22.25,37.0
2017-05-10,40.739264,-73.817694,Queens,2.75,0.0,34.25,28.5,25.5,34.25
2017-05-11,40.739264,-73.817694,Queens,3.5,0.0,36.0,33.0,20.0,36.0
2017-05-12,40.739264,-73.817694,Queens,4.25,0.0,34.75,33.5,14.75,34.75
2017-05-13,40.739264,-73.817694,Queens,3.5,0.0,35.5,15.0,4.0,35.5
2017-05-14,40.739264,-73.817694,Queens,2.5,0.0,39.75,17.0,8.75,39.75
2017-05-15,40.739264,-73.817694,Queens,2.5,1.0,33.5,15.0,16.25,33.5
2017-05-16,40.739264,-73.817694,Queens,4.0,3.0,36.25,49.0,23.75,49.0
2017-05-17,40.739264,-73.817694,Queens,6.0,1.0,59.75,36.5,45.0,59.75
2017-05-18,40.739264,-73.817694,Queens,5.25,3.0,116.5,26.0,61.25,116.5
2017-05-19,40.739264,-73.817694,Queens,3.5,1.4,91.0,20.0,59.0,91.0
2017-05-20,40.739264,-73.817694,Queens,2.75,0.6,44.75,16.5,33.25,44.75
2017-05-21,40.739264,-73.817694,Queens,2.5,0.0,34.0,19.5,8.75,34.0
2017-05-22,40.739264,-73.817694,Queens,3.25,0.0,27.75,32.0,12.75,32.0
2017-05-23,40.739264,-73.817694,Queens,4.0,1.0,31.0,40.5,23.75,40.5
2017-05-24,40.739264,-73.817694,Queens,4.0,0.0,40.5,36.0,26.0,40.5
2017-05-25,40.739264,-73.817694,Queens,3.75,0.6,33.25,22.5,14.5,33.25
2017-05-26,40.739264,-73.817694,Queens,3.5,0.6,31.0,22.5,10.25,31.0
2017-05-27,40.739264,-73.817694,Queens,3.0,0.6,32.5,18.0,16.0,32.5
2017-05-28,40.739264,-73.817694,Queens,2.5,0.6,36.5,8.0,14.75,36.5
2017-05-29,40.739264,-73.817694,Queens,2.25,0.6,32.0,9.0,13.5,32.0
2017-05-30,40.739264,-73.817694,Queens,2.0,0.6,30.75,8.5,11.0,30.75
2017-05-31,40.739264,-73.817694,Queens,2.25,0.6,33.25,25.5,13.25,33.25
2017-06-01,40.739264,-73.817694,Queens,2.5,0.6,46.0,23.5,21.25,46.0
2017-06-02,40.739264,-73.817694,Queens,2.5,3.0,44.0,28.5,23.25,44.0
2017-06-03,40.739264,-73.817694,Queens,2.75,0.6,37.5,33.0,20.5,37.5
2017-06-04,40.739264,-73.817694,Queens,3.75,0.6,36.0,23.5,21.0,36.0
2017-06-05,40.739264,-73.817694,Queens,4.0,0.6,30.75,18.5,33.75,52.588235294117645
2017-06-06,40.739264,-73.817694,Queens,3.0,0.6,23.0,14.5,23.75,23.75
2017-06-07,40.739264,-73.817694,Queens,2.75,0.6,36.0,38.0,9.5,38.0
2017-06-08,40.739264,-73.817694,Queens,5.0,0.6,38.0,40.5,20.0,40.5
2017-06-09,40.739264,-73.817694,Queens,5.5,0.6,42.25,34.0,31.0,42.25
2017-06-10,40.739264,-73.817694,Queens,3.5,1.4,80.75,28.5,47.0,80.75
2017-06-11,40.739264,-73.817694,Queens,3.0,1.4,98.25,20.0,55.25,98.25
2017-06-12,40.739264,-73.817694,Queens,3.5,1.4,138.25,34.0,58.0,138.25
2017-06-13,40.739264,-73.817694,Queens,4.0,1.4,134.5,36.5,62.25,134.5
2017-06-14,40.739264,-73.817694,Queens,3.75,0.6,68.25,31.0,47.25,68.25
2017-06-15,40.739264,-73.817694,Queens,2.75,0.6,37.5,25.0,21.5,37.5
2017-06-16,40.739264,-73.817694,Queens,2.75,0.6,25.75,16.5,15.0,25.75
2017-06-17,40.739264,-73.817694,Queens,3.0,0.6,24.75,21.0,21.25,35.333333333333336
2017-06-18,40.739264,-73.817694,Queens,2.5,0.6,28.25,11.5,29.5,50.0
2017-06-19,40.739264,-73.817694,Queens,2.0,0.6,26.0,15.5,37.5,52.0
2017-06-20,40.739264,-73.817694,Queens,1.75,0.6,52.0,22.5,29.5,52.0
2017-06-21,40.739264,-73.817694,Queens,2.25,0.6,65.5,24.0,29.0,65.5
2017-06-22,40.739264,-73.817694,Queens,3.75,1.4,64.75,33.5,41.5,64.75
2017-06-23,40.739264,-73.817694,Queens,4.75,0.6,38.5,24.0,50.25,60.47058823529412
2017-06-24,40.739264,-73.817694,Queens,3.0,0.6,39.75,23.5,37.25,39.75
2017-06-25,40.739264,-73.817694,Queens,3.0,1.4,46.75,28.5,20.0,46.75
2017-06-26,40.739264,-73.817694,Queens,4.0,0.6,49.5,27.5,20.75,49.5
2017-06-27,40.739264,-73.817694,Queens,3.0,0.6,50.75,30.5,22.5,50.75
2017-06-28,40.739264,-73.817694,Queens,2.5,0.6,42.0,25.0,23.75,42.0
2017-06-29,40.739264,-73.817694,Queens,2.25,0.6,42.0,12.0,27.0,42.0
2017-06-30,40.739264,-73.817694,Queens,2.0,0.6,56.5,15.5,42.75,56.5
2017-07-01,40.739264,-73.817694,Queens,2.0,0.6,33.25,19.0,38.75,38.75
2017-07-02,40.739264,-73.817694,Queens,2.5,0.6,56.25,26.0,28.75,56.25
2017-07-03,40.739264,-73.817694,Queens,4.5,3.0,67.0,62.0,42.5,67.0
2017-07-04,40.739264,-73.817694,Queens,6.0,3.8,72.25,45.0,56.25,72.25
2017-07-05,40.739264,-73.817694,Queens,5.75,1.4,50.75,40.0,62.75,66.3529411764706
2017-07-06,40.739264,-73.817694,Queens,3.5,0.6,31.0,13.0,36.25,36.25
2017-07-07,40.739264,-73.817694,Queens,2.0,0.6,33.75,33.5,12.75,33.75
2017-07-08,40.739264,-73.817694,Queens,3.25,0.6,62.25,20.0,23.75,62.25
2017-07-09,40.739264,-73.817694,Queens,3.25,0.6,50.75,24.5,27.25,50.75
2017-07-10,40.739264,-73.817694,Queens,2.25,0.75,38.0,28.5,30.25,48.11111111111112
2017-07-11,40.739264,-73.817694,Queens,2.25,1.4,62.25,52.5,43.0,62.25
2017-07-12,40.739264,-73.817694,Queens,4.0,0.6,75.5,36.0,52.0,75.5
2017-07-13,40.739264,-73.817694,Queens,4.25,0.6,72.5,24.5,55.0,72.5
2017-07-14,40.739264,-73.817694,Queens,2.75,0.6,33.5,13.5,32.0,33.5
2017-07-15,40.739264,-73.817694,Queens,3.0,0.6,37.5,19.0,15.75,40.8
2017-07-16,40.739264,-73.817694,Queens,3.5,1.4,49.0,16.5,21.25,49.0
2017-07-17,40.739264,-73.817694,Queens,3.25,0.6,45.75,24.0,27.0,45.75
2017-07-18,40.739264,-73.817694,Queens,2.25,0.6,40.25,12.5,20.0,40.25
2017-07-19,40.739264,-73.817694,Queens,2.75,1.4,69.75,48.0,29.5,69.75
2017-07-20,40.739264,-73.817694,Queens,5.0,0.6,101.0,40.5,59.5,101.0
2017-07-21,40.739264,-73.817694,Queens,4.75,1.4,75.0,30.0,49.75,75.0
2017-07-22,40.739264,-73.817694,Queens,3.0,1.4,112.75,18.5,45.0,112.75
2017-07-23,40.739264,-73.817694,Queens,3.0,0.6,81.75,12.5,55.25,81.75
2017-07-24,40.739264,-73.817694,Queens,2.75,1.4,31.75,23.0,35.0,35.0
2017-07-25,40.739264,-73.817694,Queens,2.0,0.6,24.5,14.5,13.5,24.5
2017-07-26,40.739264,-73.817694,Queens,2.0,0.6,33.25,17.5,8.75,33.25
2017-07-27,40.739264,-73.817694,Queens,2.0,0.6,34.5,16.5,10.0,34.5
2017-07-28,40.739264,-73.817694,Queens,4.0,0.6,66.25,26.5,24.33333333333333,66.25
2017-07-29,40.739264,-73.817694,Queens,5.5,0.6,38.0,9.5,18.75,38.0
2017-07-30,40.739264,-73.817694,Queens,4.0,0.6,36.25,16.0,13.25,36.25
2017-07-31,40.739264,-73.817694,Queens,3.0,3.0,46.0,30.5,28.25,46.0
2017-08-01,40.739264,-73.817694,Queens,4.0,1.4,98.25,32.5,49.5,98.25
2017-08-02,40.739264,-73.817694,Queens,4.25,1.4,72.25,26.5,59.75,72.25
2017-08-03,40.739264,-73.817694,Queens,4.25,0.6,52.0,27.5,53.5,53.5
2017-08-04,40.739264,-73.817694,Queens,3.0,0.6,32.75,24.5,37.66666666666666,37.66666666666666
2017-08-05,40.739264,-73.817694,Queens,2.0,0.6,34.5,14.5,24.666666666666668,34.5
2017-08-06,40.739264,-73.817694,Queens,2.5,0.6,32.5,23.0,20.75,32.5
2017-08-07,40.739264,-73.817694,Queens,3.25,0.6,28.75,35.5,23.25,35.5
2017-08-08,40.739264,-73.817694,Queens,4.0,0.6,34.75,37.5,28.5,37.5
2017-08-09,40.739264,-73.817694,Queens,4.5,1.4,57.25,30.0,32.75,57.25
2017-08-10,40.739264,-73.817694,Queens,5.75,3.0,54.25,42.5,50.75,62.88235294117647
2017-08-11,40.739264,-73.817694,Queens,4.25,0.6,44.25,21.5,34.5,44.25
2017-08-12,40.739264,-73.817694,Queens,2.0,0.6,36.75,17.0,11.5,36.75
2017-08-13,40.739264,-73.817694,Queens,3.0,0.6,41.75,30.5,21.25,41.75
2017-08-14,40.739264,-73.817694,Queens,5.25,0.6,44.0,29.0,32.0,44.0
2017-08-15,40.739264,-73.817694,Queens,5.0,0.6,40.25,32.0,41.75,52.41176470588236
2017-08-16,40.739264,-73.817694,Queens,5.25,1.4,50.25,51.0,49.5,53.0
2017-08-17,40.739264,-73.817694,Queens,6.75,0.6,42.0,20.5,43.75,44.64
2017-08-18,40.739264,-73.817694,Queens,5.5,0.6,32.0,28.0,34.75,42.76470588235294
2017-08-19,40.739264,-73.817694,Queens,4.0,0.6,57.25,18.5,31.75,57.25
2017-08-20,40.739264,-73.817694,Queens,5.0,0.6,40.75,23.5,33.5,43.52
2017-08-21,40.739264,-73.817694,Queens,5.5,1.4,37.25,31.0,47.5,56.294117647058826
2017-08-22,40.739264,-73.817694,Queens,4.0,0.6,35.25,13.0,56.5,59.76470588235294
2017-08-23,40.739264,-73.817694,Queens,3.5,1.4,37.75,28.5,40.75,40.75
2017-08-24,40.739264,-73.817694,Queens,5.25,0.6,40.5,31.0,36.25,40.5
2017-08-25,40.739264,-73.817694,Queens,5.25,0.6,33.5,28.0,38.75,38.75
2017-08-26,40.739264,-73.817694,Queens,5.25,0.6,40.75,36.5,30.5,40.75
2017-08-27,40.739264,-73.817694,Queens,6.75,0.6,41.75,28.5,33.25,41.75
2017-08-28,40.739264,-73.817694,Queens,5.5,0.6,37.25,23.0,34.0,37.25
2017-08-29,40.739264,-73.817694,Queens,3.5,0.6,23.25,15.5,23.25,26.6
2017-08-30,40.739264,-73.817694,Queens,3.25,0.6,35.5,19.5,22.0,35.5
2017-08-31,40.739264,-73.817694,Queens,3.5,1.4,39.5,30.0,40.75,51.70588235294117
2017-09-01,40.739264,-73.817694,Queens,3.75,0.6,33.0,17.5,33.75,33.75
2017-09-02,40.739264,-73.817694,Queens,3.5,0.6,31.0,12.5,13.5,31.0
2017-09-03,40.739264,-73.817694,Queens,3.0,0.6,29.75,11.0,11.25,29.75
2017-09-04,40.739264,-73.817694,Queens,2.75,0.6,41.0,10.0,30.75,51.32
2017-09-05,40.739264,-73.817694,Queens,3.0,0.6,41.5,18.5,57.0,60.94117647058823
2017-09-06,40.739264,-73.817694,Queens,4.25,0.6,32.5,37.0,61.25,61.25
2017-09-07,40.739264,-73.817694,Queens,4.75,0.6,33.0,22.0,48.5,48.5
2017-09-08,40.739264,-73.817694,Queens,3.5,0.6,31.75,22.0,28.5,31.75
2017-09-09,40.739264,-73.817694,Queens,3.25,0.6,25.0,14.0,18.33333333333333,25.0
2017-09-10,40.739264,-73.817694,Queens,4.0,1.4,25.25,23.5,15.0,25.25
2017-09-11,40.739264,-73.817694,Queens,5.5,5.4,20.75,36.5,14.0,36.5
2017-09-12,40.739264,-73.817694,Queens,7.75,0.75,25.75,37.5,30.0,48.88235294117647
2017-09-13,40.739264,-73.817694,Queens,8.0,1.4,37.75,42.0,45.75,50.0
2017-09-14,40.739264,-73.817694,Queens,5.0,0.6,34.25,31.0,44.25,50.0
2017-09-15,40.739264,-73.817694,Queens,4.0,1.4,42.5,35.0,44.75,49.88235294117647
2017-09-16,40.739264,-73.817694,Queens,4.5,0.6,44.5,31.0,52.75,60.16
2017-09-17,40.739264,-73.817694,Queens,4.0,0.6,49.25,21.5,54.25,59.70588235294117
2017-09-18,40.739264,-73.817694,Queens,3.75,0.6,30.0,17.5,36.75,36.75
2017-09-19,40.739264,-73.817694,Queens,3.5,0.6,21.25,9.5,27.25,38.4
2017-09-20,40.739264,-73.817694,Queens,3.0,0.6,22.75,13.5,28.0,28.0
2017-09-21,40.739264,-73.817694,Queens,3.0,1.4,25.25,17.0,31.25,35.411764705882355
2017-09-22,40.739264,-73.817694,Queens,3.5,0.6,32.75,14.5,30.75,32.75
2017-09-23,40.739264,-73.817694,Queens,5.0,0.6,41.75,32.0,25.5,41.75
2017-09-24,40.739264,-73.817694,Queens,6.75,3.0,48.5,43.5,40.75,50.8235294117647
2017-09-25,40.739264,-73.817694,Queens,7.25,0.6,44.0,41.5,53.25,54.24
